bin_start,tx_noinfo,rx_noinfo,tx_route,rx_route,total,udp,rpl,forwarding,tx,rx,diff_tx,diff_rx
0,0.01584,0.003168,0.028160000000000008,0.005631999999999999,0.334944,0.044512,0.290432,0.028672,0.35592199999999996,0.06461499999999999,,
25,0.0176,0.0035199999999999993,0.05631999999999996,0.011263999999999998,0.218112,0.117696,0.100416,0.086016,0.588374,0.208711,0.232452,0.144096
50,0.01936,0.003871999999999999,0.07391999999999996,0.014783999999999997,0.231136,0.125856,0.10528,0.106496,0.863042,0.350666,0.274668,0.14195499999999997
75,0.01584,0.003168,0.054559999999999984,0.010911999999999998,0.241792,0.148672,0.09312,0.131072,1.13351,0.524243,0.27046800000000004,0.17357700000000004
100,1.1546299999999998,0.5284670000000002,1.2197499999999992,0.541491000000001,0.173728,0.168864,0.004864,0.108384,1.3394469999999998,0.789936,0.20593699999999981,0.26569299999999996
125,0.021120000000000003,0.004224,0.07919999999999995,0.015839999999999996,0.16928,0.152256,0.017024,0.106496,1.533417,0.9628950000000001,0.1939700000000002,0.17295900000000008
150,0.021120000000000003,0.004224,0.07215999999999996,0.014431999999999997,0.187808,0.168352,0.019456,0.120832,1.748376,1.1371440000000002,0.2149589999999999,0.1742490000000001
175,0.021120000000000003,0.004224,0.10383999999999992,0.02076800000000002,0.207328,0.180576,0.026752,0.157696,1.983048,1.357093,0.234672,0.21994899999999995
