bin_start,total,udp,rpl,forwarding
0.0,0.349184,0.05632,0.292864,
25.0,0.402848,0.290272,0.112576,0.049152
50.0,0.3544,0.219936,0.134464,0.137216
75.0,0.192,0.192,,0.0512
100.0,0.294016,0.284288,0.009728,0.172576
125.0,0.418976,0.316128,0.102848,0.145408
150.0,0.239392,0.239392,,0.100352
175.0,0.395104,0.395104,,0.118784
