bin_start,total,udp,rpl,forwarding
0.0,0.345344,0.018432,0.326912,0.018432
25.0,0.212928,0.100352,0.112576,0.100352
50.0,0.314848,0.202272,0.112576,0.049152
75.0,0.164672,0.164672,,0.069632
100.0,0.462784,0.350208,0.112576,0.13392
125.0,0.197728,0.197728,,0.104448
150.0,0.413344,0.413344,,0.098304
175.0,0.287168,0.287168,,0.114688
