bin_start,total,udp,rpl,forwarding
0.0,0.292864,,0.292864,
25.0,0.143328,0.04048,0.102848,
50.0,0.210208,0.10736,0.102848,
75.0,0.24816,0.24816,,
100.0,0.223968,0.223968,,
125.0,0.303488,0.20064,0.102848,
150.0,0.29392,0.29392,,
175.0,0.28688,0.28688,,
