bin_start,tx_noinfo,rx_noinfo,tx_route,rx_route,total,udp,rpl,forwarding,tx,rx,diff_tx,diff_rx
0,0.0,0.0,0.0,0.0,0.392576,,0.392576,,0.417191,0.04308,,
25,0.0,0.0,0.06272639999999999,0.026927999999999997,0.195392,0.090112,0.10528,0.090112,0.628969,0.111758,0.21177800000000002,0.06867799999999999
50,0.0264704,0.001408,0.07525760000000001,0.022352,0.362528,0.249952,0.112576,0.100352,0.9674530000000001,0.276492,0.3384840000000001,0.16473400000000002
75,0.0529408,0.0028159999999999995,0.0947584,0.020768000000000002,0.16816,0.16816,,0.08192,1.207529,0.427257,0.24007599999999996,0.15076499999999998
100,1.2682792,0.43503200000000014,1.324035999999999,0.4589680000000001,0.359104,0.337216,0.021888,0.088608,1.628364,0.541233,0.42083499999999985,0.11397599999999997
125,0.09264639999999999,0.004927999999999999,0.16931199999999993,0.03784,0.47728,0.381728,0.095552,0.073728,2.137587,0.70797,0.509223,0.16673700000000002
150,0.046323199999999995,0.002464,0.0811712,0.017424000000000002,0.479328,0.435552,0.043776,0.243712,2.695292,0.8577100000000001,0.5577049999999999,0.1497400000000001
175,0.0794112,0.004224,0.16304639999999995,0.04012800000000001,0.336896,0.312576,0.02432,0.157696,3.015105,1.019915,0.31981300000000035,0.16220499999999982
