bin_start,total,udp,rpl,forwarding
0.0,0.403552,0.01584,0.387712,
25.0,0.281536,0.16896,0.112576,
50.0,0.275808,0.163232,0.112576,0.059392
75.0,0.307584,0.307584,,0.159744
100.0,0.30016,0.197312,0.102848,0.082464
125.0,0.186752,0.177024,0.009728,0.057344
150.0,0.257184,0.257184,,0.139264
175.0,0.230208,0.230208,,0.135168
