bin_start,total,udp,rpl,forwarding
0.0,0.335104,0.008192,0.326912,0.008192
25.0,0.61408,0.416384,0.197696,0.282624
50.0,0.440032,0.312864,0.127168,0.159744
75.0,0.1648,0.1648,,0.059392
100.0,0.366528,0.25152,0.115008,0.11072
125.0,0.201856,0.201856,,0.096256
150.0,0.375968,0.332192,0.043776,0.172032
175.0,0.202176,0.202176,,0.086016
