bin_start,tx_noinfo,rx_noinfo,tx_route,rx_route,total,udp,rpl,forwarding,tx,rx,diff_tx,diff_rx
0,0.046323199999999995,0.002464,0.046323199999999995,0.002464,0.349184,0.05632,0.292864,,0.372377,0.043335000000000005,,
25,0.0529408,0.0028159999999999995,0.08081920000000001,0.014784,0.402848,0.290272,0.112576,0.049152,0.7897430000000001,0.081765,0.41736600000000007,0.03843
50,0.0860288,0.004575999999999999,0.17663359999999995,0.043472000000000004,0.3544,0.219936,0.134464,0.137216,1.174191,0.145478,0.3844479999999999,0.06371299999999999
75,0.046323199999999995,0.002464,0.09511039999999997,0.023408,0.192,0.192,,0.0512,1.403851,0.24866100000000002,0.22965999999999998,0.10318300000000002
100,1.4901018220447615,0.2546017417563953,1.5807066220447603,0.2934977417563952,0.294016,0.284288,0.009728,0.172576,1.745407,0.315959,0.34155599999999997,0.06729799999999997
125,0.0727936,0.003871999999999999,0.12855039999999998,0.027808000000000003,0.418976,0.316128,0.102848,0.145408,2.181593,0.405105,0.43618599999999996,0.089146
150,0.0860288,0.004575999999999999,0.14875519999999998,0.031504000000000004,0.239392,0.239392,,0.100352,2.463237,0.518543,0.281644,0.11343799999999998
175,0.0529408,0.0028159999999999995,0.11566719999999996,0.029744000000000007,0.395104,0.395104,,0.118784,2.8767259999999997,0.653712,0.4134889999999998,0.13516899999999998
