bin_start,total,udp,rpl,forwarding
0.0,0.535488,0.24992,0.285568,
25.0,0.384448,0.2816,0.102848,
50.0,0.289824,0.19008,0.099744,
75.0,0.41712,0.41712,,
100.0,0.180256,0.170528,0.009728,
125.0,0.51552,0.4224,0.09312,
150.0,0.26752,0.26752,,
175.0,0.4488,0.4488,,
