bin_start,total,udp,rpl,forwarding
0.0,0.365824,,0.365824,
25.0,0.138144,0.01584,0.122304,
50.0,0.458208,0.3432,0.115008,
75.0,0.210368,0.20064,0.009728,
100.0,0.696704,0.593856,0.102848,
125.0,0.60016,0.60016,,
150.0,0.674944,0.47168,0.110144,
175.0,0.364256,0.25168,0.112576,
