bin_start,total,udp,rpl,forwarding
0.0,0.3248,0.02464,0.30016,
25.0,0.296448,0.1936,0.102848,
50.0,0.514016,0.4136,0.100416,
75.0,0.23056,0.23056,,
100.0,0.242496,0.232768,0.009728,
125.0,0.3976,0.30448,0.09312,
150.0,0.36608,0.36608,,
175.0,0.32208,0.32208,,
