bin_start,total,udp,rpl,forwarding
0.0,0.346368,,0.346368,
25.0,0.102848,,0.102848,
50.0,0.345728,0.24288,0.102848,
75.0,0.16016,0.16016,,
100.0,0.3728,0.257792,0.115008,
125.0,0.24288,0.24288,,
150.0,0.264,0.264,,
175.0,0.27632,0.27632,,
