time,tx route,rx route,tx route calibration,rx route calibration,ratio legit
0,,,,,False
1,,,,,True
2,0.0,0.0,0.0,0.0,True
3,0.0,0.0,0.0,0.0,True
4,0.0,0.0,0.0,0.0,True
5,0.0,0.0,0.0,0.0,True
6,0.0,0.0,0.0,0.0,True
7,0.0,0.0,0.0,0.0,True
8,0.0,0.0,0.0,0.0,True
9,0.0011462214782045571,0.0035102390964367666,0.0002865553695511393,0.0008775597741091917,True
10,0.00152657059179003,0.004609268388827792,0.0003816426479475075,0.001152317097206948,True
11,0.004497514985973839,0.007520039818556888,0.0011243787464934598,0.001880009954639222,True
12,0.009111147024502546,0.02057318498604866,0.0022777867561256365,0.005143296246512165,True
13,0.010321985445425865,0.02127653270643186,0.0025804963613564663,0.005319133176607965,True
14,0.014422398634624184,0.030298729426720787,0.003605599658656046,0.007574682356680197,True
15,0.013331025384326458,0.02926390221945365,0.0033327563460816135,0.007315975554863413,True
16,0.012574685345497726,0.02785383146025965,0.0031436713363744307,0.006963457865064912,True
17,0.02258321563079719,0.048351140740963576,0.005645803907699297,0.012087785185240894,True
18,0.02378233174762378,0.04656501303563967,0.005945582936905945,0.011641253258909917,True
19,0.02493710359755831,0.046550647105563024,0.006234275899389577,0.011637661776390756,True
20,0.029999546360761086,0.053857992206670015,0.0074998865901902715,0.013464498051667504,True
21,0.029199126806772693,0.0517595165795541,0.007299781701693173,0.012939879144888521,True
22,0.03342289435887195,0.059083813454097314,0.008355723589717987,0.014770953363524329,True
23,0.034128981791622034,0.05708916955775123,0.008532245447905509,0.014272292389437807,True
24,0.03991171483803351,0.06717004444521966,0.009977928709508378,0.016792511111304913,True
25,0.043348231052581114,0.0691342784359741,0.010837057763145282,0.01728356960899352,True
26,0.04466854498642364,0.07225103484047381,0.01116713624660591,0.01806275871011845,True
27,0.04864660159231544,0.07559216285996596,0.01216165039807886,0.018898040714991488,True
28,0.05148239437393228,0.07771883270344415,0.01287059859348307,0.019429708175861038,True
29,0.056965040544518536,0.08544750891956308,0.014241260136129634,0.021361877229890767,True
30,0.056338529089628296,0.08223938292478482,0.014084632272407074,0.0205598457311962,True
31,0.05463900348825219,0.07785532898365054,0.013659750872063047,0.019463832245912634,True
32,0.05515682760980704,0.07626159615531276,0.013789206902451761,0.01906539903882819,True
33,0.056465217443446764,0.07670727710168303,0.014116304360861691,0.019176819275420757,True
34,0.0572801275908365,0.07786759111454704,0.014320031897709124,0.01946689777863676,True
35,0.05811966394977351,0.07655224875344455,0.014529915987443378,0.019138062188361137,True
36,0.06162851695193637,0.08076534535771046,0.015407129237984093,0.020191336339427615,True
37,0.06776911846388996,0.0887526431774788,0.01694227961597249,0.0221881607943697,True
38,0.0656598749738941,0.08689090362500014,0.016414968743473528,0.021722725906250035,True
39,0.06976080726043236,0.0899644779815308,0.01744020181510809,0.0224911194953827,True
40,0.07563986717603398,0.09966867936193649,0.01890996679400849,0.024917169840484123,True
41,0.07751128031876336,0.10109275638425422,0.01937782007969084,0.025273189096063554,True
42,0.08073150525452497,0.10530353462186326,0.020182876313631245,0.026325883655465815,True
43,0.08368818450371494,0.10938758140720954,0.020922046125928736,0.027346895351802382,True
44,0.08533709681271058,0.10933393299265481,0.02133427420317765,0.027333483248163704,True
45,0.09013181731798751,0.11426190564303382,0.022532954329496882,0.028565476410758454,True
46,0.09353593120039558,0.11898755101519731,0.023383982800098898,0.029746887753799325,True
47,0.09675292930006048,0.12253309286540465,0.02418823232501512,0.030633273216351165,True
48,0.09930955114641152,0.12553768785615443,0.02482738778660288,0.03138442196403861,True
49,0.1013478180915557,0.12542441033822438,0.025336954522888925,0.031356102584556095,True
50,0.1073858965392316,0.129610412878815,0.0268464741348079,0.03240260321970375,True
51,0.11218289291340222,0.13363236472303178,0.02804572322835056,0.033408091180757944,True
52,0.11420699402139288,0.13615115842643116,0.02855174850534822,0.03403778960660779,True
53,0.11543434793858502,0.1356175389303627,0.028858586984646255,0.03390438473259068,True
54,0.12002298099814146,0.13889065268102202,0.03000574524953537,0.034722663170255505,True
55,0.11978000315634972,0.13636707570290565,0.029945000789087437,0.034091768925726414,True
56,0.12231005085402445,0.1399668327615542,0.030577512713506113,0.03499170819038855,True
57,0.1215624659068206,0.13717392001265416,0.03039061647670515,0.03429348000316354,True
