bin_start,total,udp,rpl,forwarding
0.0,0.45232,0.0792,0.37312,
25.0,0.812704,0.428768,0.383936,0.032768
50.0,0.886976,0.541952,0.345024,0.161792
75.0,0.275744,0.172896,0.102848,0.065536
100.0,0.418368,0.305792,0.112576,0.034944
125.0,0.615488,0.615488,,0.083968
150.0,0.619392,0.24928,0.298112,0.02048
175.0,0.364224,0.179648,0.112576,0.063488
200.0,0.00176,0.00176,,
