bin_start,total,udp,rpl,forwarding
0.0,0.444064,0.13904,0.305024,
25.0,0.27024,0.155232,0.115008,0.090112
50.0,0.269728,0.162016,0.107712,0.075776
75.0,0.211488,0.211488,,0.114688
100.0,0.333824,0.238272,0.095552,0.11072
125.0,0.197824,0.188096,0.009728,0.086016
150.0,0.210976,0.210976,,0.086016
175.0,0.24176,0.24176,,0.09216
