bin_start,total,udp,rpl,forwarding
0.0,242377,30283,211254.0,8448.0
25.0,184287,100517,81965.0,33472.0
50.0,237743,152189,80424.0,44224.0
75.0,142693,131453,6580.0,35264.0
100.0,224934,175471,46883.0,47181.0
125.0,218974,191936,20348.0,40576.0
150.0,220331,183725,26406.0,53760.0
175.0,198149,165022,20402.0,47872.0
200.0,55,55,,
