bin_start,total,udp,rpl,forwarding
0.0,0.368256,,0.368256,
25.0,0.273312,0.17776,0.095552,
50.0,0.380768,0.26576,0.115008,
75.0,0.36608,0.36608,,
100.0,0.298112,0.204992,0.09312,
125.0,0.387872,0.38544,0.002432,
150.0,0.35904,0.35904,,
175.0,0.27808,0.27808,,
