bin_start,total,udp,rpl,forwarding
0.0,0.392576,,0.392576,
25.0,0.195392,0.090112,0.10528,0.090112
50.0,0.362528,0.249952,0.112576,0.100352
75.0,0.16816,0.16816,,0.08192
100.0,0.359104,0.337216,0.021888,0.088608
125.0,0.47728,0.381728,0.095552,0.073728
150.0,0.479328,0.435552,0.043776,0.243712
175.0,0.336896,0.312576,0.02432,0.157696
