dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.356822
0.006784,,,,,,6.507037
,,,0.001696,53.0,1.0,6.544872
0.006784,,,,,,6.544872
,0.0768,,,,,7.461652
,,,0.001696,53.0,1.0,10.15971
0.006784,,,,,,10.15971
,,,0.001696,53.0,1.0,12.274548
0.006784,,,,,,12.274548
,,,0.001312,41.0,1.0,12.889018
0.006784,,,,,,14.226737
,,,0.001696,53.0,1.0,14.379222
0.006784,,,,,,14.379222
,0.0768,,,,,15.821023
,,,0.001312,41.0,1.0,16.243725
,,,0.001696,53.0,1.0,16.294384
0.006784,,,,,,16.294384
,,,0.001312,41.0,1.0,16.858602
,,,0.001696,53.0,1.0,17.348767
0.006784,,,,,,17.348767
,,,0.002624,41.0,2.0,19.090159
,,,0.001696,53.0,1.0,19.141691
0.006784,,,,,,19.141691
,,,0.001312,41.0,1.0,20.830272
,,,0.001696,53.0,1.0,21.820476
0.006784,,,,,,21.820476
,,,0.001696,53.0,1.0,21.871959
0.006784,,,,,,21.871959
,,,0.001312,41.0,1.0,21.919261
,,,0.001312,41.0,1.0,23.059947
,,,0.001696,53.0,1.0,23.110606
0.006784,,,,,,23.110606
,,,0.001312,41.0,1.0,23.674785
,,,0.001312,41.0,1.0,24.664622
,,,0.001312,41.0,1.0,25.904461
,0.0768,,,,,26.111039
,,,0.001312,41.0,1.0,27.019299
,,,0.001312,41.0,1.0,28.009136
,,,0.001696,53.0,1.0,30.999339
0.006784,,,,,,30.999339
0.006784,,,,,,32.44455
,,,0.001696,53.0,1.0,32.489238
0.006784,,,,,,32.489238
,,,0.005088,53.0,3.0,35.609325
0.006784,,,,,,35.609325
,,,0.005088,53.0,3.0,37.481121
0.006784,,,,,,37.481121
,,,0.001312,41.0,1.0,38.220867
,,,0.001312,41.0,1.0,38.271967
,,,0.003392,53.0,2.0,39.339397
0.006784,,,,,,39.339397
,,,0.001312,41.0,1.0,39.390209
,,,0.001312,41.0,1.0,39.43748
,,,0.001312,41.0,1.0,39.829157
,,,0.001312,41.0,1.0,40.693981
,,,0.001312,41.0,1.0,42.183818
,,,0.001312,41.0,1.0,42.298676
,,,0.001312,41.0,1.0,42.663494
,,,0.001312,41.0,1.0,43.903332
,,,0.001312,41.0,1.0,44.518169
,,,0.001312,41.0,1.0,44.883009
,,,0.001312,41.0,1.0,45.997844
,,,0.001312,41.0,1.0,46.862712
,,,0.001312,41.0,1.0,46.912913
,,,0.001312,41.0,1.0,47.977551
,,,0.001024,32.0,1.0,48.467083
,,,0.001312,41.0,1.0,48.518199
,,,0.001312,41.0,1.0,48.832226
,,,0.001312,41.0,1.0,49.94708
,,,0.001312,41.0,1.0,50.436901
,,,0.001024,32.0,1.0,50.487347
,,,0.001312,41.0,1.0,50.801739
,,,0.001024,32.0,1.0,52.541272
,,,0.001312,41.0,1.0,53.031414
,,,0.001312,41.0,1.0,53.081615
,,,0.001024,32.0,1.0,54.520946
,,,0.001312,41.0,1.0,55.011103
,,,0.001312,41.0,1.0,55.06132
,,,0.001312,41.0,1.0,56.500958
,,,0.002048,32.0,2.0,56.553509
,,,0.001312,41.0,1.0,57.115856
,,,0.001312,41.0,1.0,57.605693
,,,0.001696,53.0,1.0,57.970897
0.006784,,,,,,57.970897
,,,0.001024,32.0,1.0,58.460064
,,,0.001312,41.0,1.0,58.511119
,,,0.001312,41.0,1.0,58.700206
,,,0.002624,41.0,2.0,59.56801
,,,0.001024,32.0,1.0,60.432811
,0.0768,,,,,60.992915
,,,0.001312,41.0,1.0,61.422954
,,,0.001312,41.0,1.0,61.473155
,,,0.001312,41.0,1.0,61.787791
,,,0.001024,32.0,1.0,62.527324
,,,0.00656,41.0,5.0,62.589367
,,,0.001312,41.0,1.0,62.767467
0.006784,,,,,,63.616414
,,,0.001312,41.0,1.0,63.882315
,,,0.001312,41.0,1.0,63.932536
,,,0.001312,41.0,1.0,64.497144
,,,0.005088,53.0,3.0,64.554468
0.006784,,,,,,64.554468
,,,0.001312,41.0,1.0,64.601789
,,,0.001312,41.0,1.0,64.649089
,,,0.001312,41.0,1.0,64.696361
,,,0.001024,32.0,1.0,64.744243
,,,0.001312,41.0,1.0,65.11201
