bin_start,dao_tx,dio_tx,dis_tx,mac_tx,ratio_dao,ratio_dis,ratio_dio
0.0,0.027136,0.1536,0.058656,0.018656,1.4545454545454546,3.1440823327615783,8.23327615780446
25.0,0.013568,0.0768,,0.02624,0.5170731707317073,,2.926829268292683
50.0,0.013568,0.0768,,0.069248,0.19593345656192235,,1.1090573012939
75.0,,,,0.033791999999999996,,,
100.0,,,,0.10675200000000001,,,
125.0,0.013568,0.0768,,0.04774400000000001,0.2841823056300268,,1.6085790884718494
150.0,,,,0.054272,,,
175.0,,,,0.039936,,,
