dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.939659
,0.0768,,,,,10.099355
,,,0.054272,53.0,32.0,12.765976
0.006784,,,,,,12.765976
0.006784,,,,,,12.812849
,,,0.006784,53.0,4.0,13.515915
0.006784,,,,,,13.515915
,,,0.004096,32.0,4.0,18.263321
,0.0768,,,,,18.372643
,,,0.00512,32.0,5.0,20.264052
0.006784,,,,,,21.300822
,,,0.006784,53.0,4.0,21.514816
0.006784,,,,,,21.514816
,,,0.006784,53.0,4.0,24.889908
0.006784,,,,,,24.889908
,,,0.001024,32.0,1.0,24.939813
,,,0.00512,32.0,5.0,26.514253
,0.0768,,,,,33.841541
0.006784,,,,,,34.746158
0.006784,,,,,,36.945174
,,,0.022528,32.0,22.0,37.624101
,,,0.001696,53.0,1.0,37.671829
0.006784,,,,,,37.671829
,,,0.001024,32.0,1.0,37.719654
,,,0.04608,32.0,45.0,38.053681
,,,0.006784,53.0,4.0,38.679306
0.006784,,,,,,38.679306
,,,0.004096,32.0,4.0,40.301712
,0.0768,,,,,40.489999
,,,0.00512,32.0,5.0,42.052445
0.006784,,,,,,42.480737
,,,0.006784,53.0,4.0,42.678234
0.006784,,,,,,42.678234
,,,0.006784,53.0,4.0,43.428317
0.006784,,,,,,43.428317
,,,0.00512,32.0,5.0,44.053377
,,,0.004096,32.0,4.0,46.051438
,0.0768,,,,,46.450904
,,,0.00512,32.0,5.0,48.42717
,,,0.00656,41.0,5.0,49.179428
,,,0.004096,32.0,4.0,50.0522
,,,0.00656,41.0,5.0,50.679459
,,,0.006784,53.0,4.0,51.679916
0.006784,,,,,,51.679916
,,,0.004096,32.0,4.0,52.052323
0.006784,,,,,,61.717376
,0.0768,,,,,61.74778
0.006784,,,,,,62.962786
,,,0.027648,32.0,27.0,63.426453
,,,0.001696,53.0,1.0,63.475193
0.006784,,,,,,63.475193
,,,0.001024,32.0,1.0,63.522232
,,,0.006784,53.0,4.0,63.927083
0.006784,,,,,,63.927083
,0.0768,,,,,65.083717
0.006784,,,,,,68.413169
,,,0.0328,41.0,25.0,68.764741
,,,0.001312,41.0,1.0,68.812036
,0.0768,,,,,71.786857
,,,0.005248,41.0,4.0,72.263595
,,,0.00512,32.0,5.0,72.764032
,,,0.001312,41.0,1.0,72.814258
,,,0.006784,53.0,4.0,73.139786
0.006784,,,,,,73.139786
,,,0.002048,32.0,2.0,73.192336
,,,0.001024,32.0,1.0,73.239306
,,,0.001312,41.0,1.0,73.286605
,,,0.00512,32.0,5.0,73.764863
,,,0.00512,32.0,5.0,74.015579
,,,0.005248,41.0,4.0,74.139876
,,,0.006784,53.0,4.0,75.890335
0.006784,,,,,,75.890335
,,,0.00512,32.0,5.0,76.265396
,,,0.001312,41.0,1.0,76.315646
,,,0.004096,32.0,4.0,78.263474
,,,0.001312,41.0,1.0,78.313702
,,,0.00512,32.0,5.0,80.014223
,,,0.005248,41.0,4.0,80.138503
,,,0.00512,32.0,5.0,82.013931
,,,0.00656,41.0,5.0,82.14119
,,,0.004096,32.0,4.0,84.013962
,,,0.00656,41.0,5.0,84.14122
,0.0768,,,,,85.028866
,,,0.004096,32.0,4.0,86.013993
,,,0.00512,32.0,5.0,88.014725
,,,0.00512,32.0,5.0,90.265457
,,,0.006784,53.0,4.0,91.766219
0.006784,,,,,,91.766219
,,,0.001312,41.0,1.0,91.81642
,,,0.004096,32.0,4.0,92.763626
,,,0.001312,41.0,1.0,92.813841
,,,0.00512,32.0,5.0,94.514359
,,,0.001312,41.0,1.0,94.564558
,,,0.004096,32.0,4.0,96.012468
,,,0.00656,41.0,5.0,96.264724
,,,0.004096,32.0,4.0,98.012496
,,,0.00656,41.0,5.0,98.139755
,,,0.00512,32.0,5.0,100.015183
,,,0.005248,41.0,4.0,100.139481
,,,0.007424,58.0,4.0,101.015557
,,,0.007424,58.0,4.0,101.266129
,,,0.004096,32.0,4.0,102.513351
,,,0.00512,32.0,5.0,104.014084
0.006784,,,,,,105.886758
,,,0.006784,53.0,4.0,106.139865
0.006784,,,,,,106.139865
,,,0.001024,32.0,1.0,106.189743
,,,0.00656,41.0,5.0,114.016433
,,,0.001024,32.0,1.0,114.066299
,,,0.004096,32.0,4.0,114.514222
,0.0768,,,,,115.263408
,,,0.00512,32.0,5.0,118.889939
,,,0.00512,32.0,5.0,119.64067
,,,0.001312,41.0,1.0,119.690871
,,,0.005248,41.0,4.0,119.889968
,,,0.00512,32.0,5.0,120.390396
,,,0.001312,41.0,1.0,120.440646
,,,0.006784,53.0,4.0,121.516158
0.006784,,,,,,121.516158
,,,0.004096,32.0,4.0,122.263579
,,,0.001312,41.0,1.0,122.313795
,,,0.00512,32.0,5.0,124.264314
,,,0.001312,41.0,1.0,124.314535
,,,0.009216,32.0,9.0,136.139389
,,,0.001312,41.0,1.0,136.18669
,,,0.004096,32.0,4.0,136.762496
,,,0.00656,41.0,5.0,137.264755
,,,0.001024,32.0,1.0,137.314674
,,,0.005248,41.0,4.0,138.138752
,,,0.00512,32.0,5.0,139.139194
0.006784,,,,,,147.944902
,,,0.04096,32.0,40.0,148.390698
,,,0.001312,41.0,1.0,148.437987
,,,0.00656,41.0,5.0,148.678665
,,,0.005248,41.0,4.0,148.889883
,,,0.00512,32.0,5.0,149.265282
,,,0.006784,53.0,4.0,149.641037
0.006784,,,,,,149.641037
,,,0.004096,32.0,4.0,150.551437
,0.0768,,,,,151.686151
,,,0.00512,32.0,5.0,152.05217
0.006784,,,,,,152.503956
,,,0.006784,53.0,4.0,153.677963
0.006784,,,,,,153.677963
0.006784,,,,,,156.944919
,,,0.004096,32.0,4.0,158.013442
,,,0.005248,41.0,4.0,159.637743
,,,0.001696,53.0,1.0,159.688424
0.006784,,,,,,159.688424
,,,0.001312,41.0,1.0,159.735732
,0.0768,,,,,160.218766
,,,0.00848,53.0,5.0,160.516532
0.006784,,,,,,160.516532
,,,0.001024,32.0,1.0,160.566421
,,,0.006784,53.0,4.0,160.678055
0.006784,,,,,,160.678055
,,,0.004096,32.0,4.0,162.38893
0.006784,,,,,,162.438581
,,,0.006784,53.0,4.0,162.639694
0.006784,,,,,,162.639694
,,,0.00512,32.0,5.0,164.014755
,,,0.00512,32.0,5.0,166.140487
,0.0768,,,,,166.811151
,,,0.006784,53.0,4.0,167.266281
0.006784,,,,,,167.266281
,,,0.001312,41.0,1.0,167.316509
,,,0.004096,32.0,4.0,168.013687
,,,0.00512,32.0,5.0,170.01442
,,,0.004096,32.0,4.0,172.262496
,,,0.00512,32.0,5.0,174.01323
,,,0.00512,32.0,5.0,176.138961
,,,0.006784,53.0,4.0,177.014726
0.006784,,,,,,177.014726
,,,0.001312,41.0,1.0,177.064952
,,,0.001312,41.0,1.0,177.112258
,,,0.00512,32.0,5.0,178.014785
,,,0.005248,41.0,4.0,178.139083
,,,0.00512,32.0,5.0,180.014511
,,,0.005248,41.0,4.0,180.138808
,,,0.00512,32.0,5.0,182.014252
,,,0.005248,41.0,4.0,182.138534
,,,0.00512,32.0,5.0,184.138961
,,,0.00656,41.0,5.0,184.39122
,0.0768,,,,,185.708583
,,,0.004096,32.0,4.0,186.138993
,,,0.001312,41.0,1.0,186.189239
,,,0.00512,32.0,5.0,188.014725
,,,0.005248,41.0,4.0,188.13903
,,,0.006784,53.0,4.0,189.26448
0.006784,,,,,,189.26448
,,,0.00512,32.0,5.0,190.389542
,,,0.001312,41.0,1.0,190.439772
,,,0.00512,32.0,5.0,192.265279
,,,0.001312,41.0,1.0,192.315533
,,,0.004096,32.0,4.0,194.263351
,,,0.00512,32.0,5.0,196.014083
,,,0.00512,32.0,5.0,198.014816
,,,0.005248,41.0,4.0,199.139113
,,,0.001312,41.0,1.0,199.189325
