bin_start,dao_tx,dio_tx,dis_tx,mac_tx,ratio_dao,ratio_dis,ratio_dio
0.0,0.081408,0.1536,0.058656,0.040032000000000005,2.0335731414868103,1.4652278177458031,3.836930455635491
25.0,0.040704,0.0768,,0.051776000000000016,0.7861557478368353,,1.4833127317676138
50.0,0.040704,0.0768,,0.08764799999999993,0.46440306681270566,,0.876232201533407
75.0,,,,0.07993599999999994,,,
100.0,0.013568,0.0768,,0.08671999999999992,0.15645756457564589,,0.8856088560885617
125.0,0.013568,,,0.07078399999999997,0.19168173598553354,,
150.0,,,,0.07395199999999996,,,
175.0,,,,0.07759999999999993,,,
