dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,2.149263
,0.0768,,,,,10.97297
0.006784,,,,,,11.955735
,,,0.003392,53.0,2.0,12.305268
0.006784,,,,,,12.305268
,,,0.005088,53.0,3.0,15.92705
0.006784,,,,,,15.92705
0.006784,,,,,,17.033851
,0.0768,,,,,17.215042
,,,0.006784,53.0,4.0,17.677125
0.006784,,,,,,17.677125
,,,0.006784,53.0,4.0,20.427216
0.006784,,,,,,20.427216
,,,0.005248,41.0,4.0,27.175844
,,,0.00656,41.0,5.0,29.052796
,,,0.005248,41.0,4.0,30.926789
,,,0.005248,41.0,4.0,33.050782
0.006784,,,,,,33.394109
,,,0.006784,53.0,4.0,33.55124
0.006784,,,,,,33.55124
,0.0768,,,,,34.754088
,,,0.00656,41.0,5.0,39.052826
,,,0.001696,53.0,1.0,39.103488
0.006784,,,,,,39.103488
,,,0.001312,41.0,1.0,39.150816
,,,0.005248,41.0,4.0,41.051819
,,,0.005248,41.0,4.0,43.050813
,,,0.00656,41.0,5.0,45.052765
,,,0.005248,41.0,4.0,46.926759
,,,0.005248,41.0,4.0,49.050752
0.006784,,,,,,56.361989
,,,0.006784,53.0,4.0,56.80124
0.006784,,,,,,56.80124
,0.0768,,,,,60.488453
,,,0.00656,41.0,5.0,61.177827
,,,0.001312,41.0,1.0,61.228058
,,,0.005248,41.0,4.0,62.176819
,,,0.005248,41.0,4.0,63.050812
,,,0.00512,32.0,5.0,63.17624
,,,0.006784,53.0,4.0,65.052019
0.006784,,,,,,65.052019
,,,0.001312,41.0,1.0,65.10224
,,,0.00512,32.0,5.0,65.302065
,,,0.005248,41.0,4.0,67.051362
,,,0.005248,41.0,4.0,70.300355
,,,0.00512,32.0,5.0,70.800782
,,,0.00656,41.0,5.0,71.053041
,,,0.004096,32.0,4.0,71.175813
,,,0.00656,41.0,5.0,73.303072
,,,0.001024,32.0,1.0,73.352938
,,,0.005248,41.0,4.0,75.052064
,,,0.00512,32.0,5.0,76.677492
,,,0.005248,41.0,4.0,77.426789
,,,0.001024,32.0,1.0,77.476687
,,,0.005248,41.0,4.0,79.050783
,,,0.00512,32.0,5.0,79.551241
,,,0.005248,41.0,4.0,80.925539
,,,0.00512,32.0,5.0,81.175966
,,,0.00656,41.0,5.0,83.052187
,,,0.00512,32.0,5.0,83.177613
,,,0.004096,32.0,4.0,85.17569
,,,0.00512,32.0,5.0,87.176424
,,,0.00512,32.0,5.0,89.177155
,,,0.004096,32.0,4.0,91.175233
,,,0.00512,32.0,5.0,93.175965
,,,0.00656,41.0,5.0,95.428223
,,,0.001312,41.0,1.0,95.478426
,,,0.005248,41.0,4.0,96.052217
,,,0.001024,32.0,1.0,96.102113
,,,0.005248,41.0,4.0,97.051209
,,,0.00512,32.0,5.0,97.426636
,,,0.005248,41.0,4.0,99.175935
,,,0.001024,32.0,1.0,99.225835
,,,0.00656,41.0,5.0,101.052888
,,,0.001856,58.0,1.0,101.103768
,,,0.004096,32.0,4.0,101.30066
0.006784,,,,,,101.406802
,,,0.007424,58.0,4.0,101.677054
,,,0.006784,53.0,4.0,102.051992
0.006784,,,,,,102.051992
,,,0.005248,41.0,4.0,103.050599
,,,0.00512,32.0,5.0,103.426027
,,,0.00656,41.0,5.0,105.053266
,,,0.004096,32.0,4.0,105.176026
,,,0.00656,41.0,5.0,107.053285
,,,0.004096,32.0,4.0,107.426058
,,,0.005248,41.0,4.0,109.675354
,,,0.001024,32.0,1.0,109.725222
,,,0.00656,41.0,5.0,111.052308
,,,0.004096,32.0,4.0,111.175081
,,,0.00656,41.0,5.0,113.177338
,,,0.001024,32.0,1.0,113.227221
,,,0.005248,41.0,4.0,115.051331
,,,0.036864,32.0,36.0,125.425617
,,,0.00512,32.0,5.0,126.301209
,,,0.001024,32.0,1.0,126.35111
,,,0.004096,32.0,4.0,127.174288
,,,0.00656,41.0,5.0,127.926562
,,,0.001312,41.0,1.0,127.976777
,,,0.004096,32.0,4.0,129.174317
,0.0768,,,,,131.105772
,,,0.00512,32.0,5.0,131.550051
,,,0.00512,32.0,5.0,133.675782
,,,0.00512,32.0,5.0,135.426514
,,,0.006144,32.0,6.0,137.429902
,,,0.003936,41.0,3.0,138.30124
,,,0.001696,53.0,1.0,138.3519
0.006784,,,,,,138.3519
,,,0.001312,41.0,1.0,138.399234
,,,0.00656,41.0,5.0,138.928194
,,,0.005248,41.0,4.0,139.302187
,,,0.001024,32.0,1.0,139.352052
,,,0.005248,41.0,4.0,141.051183
,,,0.00512,32.0,5.0,141.176607
,,,0.00656,41.0,5.0,142.928865
,,,0.004096,32.0,4.0,143.176637
,,,0.005248,41.0,4.0,145.050935
,,,0.00512,32.0,5.0,145.176363
,,,0.005248,41.0,4.0,147.05066
,,,0.00512,32.0,5.0,147.426087
,,,0.005248,41.0,4.0,149.050386
,,,0.00512,32.0,5.0,149.175813
,,,0.00656,41.0,5.0,151.053072
,,,0.004096,32.0,4.0,151.175844
,,,0.00656,41.0,5.0,153.178101
,,,0.001024,32.0,1.0,153.227968
,,,0.005248,41.0,4.0,156.177095
,,,0.001024,32.0,1.0,156.226961
,,,0.005248,41.0,4.0,156.551087
,,,0.00656,41.0,5.0,157.053041
,,,0.005248,41.0,4.0,157.552053
,,,0.00512,32.0,5.0,157.927461
,,,0.005248,41.0,4.0,158.301758
,,,0.006784,53.0,4.0,159.427216
0.006784,,,,,,159.427216
,,,0.001312,41.0,1.0,159.477448
,,,0.005248,41.0,4.0,159.925843
,,,0.001312,41.0,1.0,159.976044
,,,0.00512,32.0,5.0,160.801282
,,,0.001312,41.0,1.0,160.851502
,,,0.004096,32.0,4.0,161.174349
,,,0.00656,41.0,5.0,162.926607
,,,0.00512,32.0,5.0,163.552053
