dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.871591
0.006784,,,,,,14.646866
,,,0.040704,53.0,24.0,14.761406
0.006784,,,,,,14.761406
,0.0768,,,,,15.601713
,,,0.006784,53.0,4.0,18.76139
0.006784,,,,,,18.76139
,,,0.005248,41.0,4.0,20.634994
,,,0.006784,53.0,4.0,22.135444
0.006784,,,,,,22.135444
0.006784,,,,,,22.366467
,,,0.006784,53.0,4.0,22.635552
0.006784,,,,,,22.635552
,,,0.001312,41.0,1.0,22.685766
,,,0.005248,41.0,4.0,23.009164
,0.0768,,,,,23.96096
,,,0.00656,41.0,5.0,24.761114
,,,0.005248,41.0,4.0,25.260108
,,,0.005248,41.0,4.0,27.1341
,,,0.001312,41.0,1.0,27.184302
,,,0.006784,53.0,4.0,28.134558
0.006784,,,,,,28.134558
,,,0.00848,53.0,5.0,29.887976
0.006784,,,,,,29.887976
,,,0.001312,41.0,1.0,29.938177
,,,0.001312,41.0,1.0,29.985479
,,,0.005248,41.0,4.0,30.636664
,,,0.005248,41.0,4.0,31.260691
,,,0.00656,41.0,5.0,33.262641
,,,0.001312,41.0,1.0,33.312879
,0.0768,,,,,34.250975
,,,0.005248,41.0,4.0,35.511695
,,,0.001312,41.0,1.0,35.561895
,,,0.005248,41.0,4.0,36.760717
,,,0.00656,41.0,5.0,37.512671
,,,0.005248,41.0,4.0,38.636695
,,,0.005248,41.0,4.0,39.010717
0.006784,,,,,,39.124341
,,,0.006784,53.0,4.0,39.386175
0.006784,,,,,,39.386175
,,,0.006784,53.0,4.0,40.511267
0.006784,,,,,,40.511267
,,,0.005248,41.0,4.0,40.884893
,,,0.001312,41.0,1.0,40.935096
,,,0.006784,53.0,4.0,41.510351
0.006784,,,,,,41.510351
,,,0.00656,41.0,5.0,42.761939
,,,0.005248,41.0,4.0,43.135932
,,,0.005248,41.0,4.0,44.759924
,,,0.00656,41.0,5.0,45.136878
,,,0.005248,41.0,4.0,47.010901
,,,0.001312,41.0,1.0,47.061102
,,,0.005248,41.0,4.0,49.134894
,,,0.001312,41.0,1.0,49.185096
,,,0.00512,32.0,5.0,49.635321
,,,0.00656,41.0,5.0,50.762579
,,,0.004096,32.0,4.0,51.135443
,,,0.001312,41.0,1.0,51.185645
,,,0.00656,41.0,5.0,53.137732
,,,0.001312,41.0,1.0,53.187933
,,,0.004096,32.0,4.0,53.510505
,,,0.00656,41.0,5.0,54.762771
,,,0.004096,32.0,4.0,54.885552
,,,0.00656,41.0,5.0,55.512794
,,,0.005248,41.0,4.0,56.636799
,,,0.004096,32.0,4.0,57.384588
,,,0.001312,41.0,1.0,57.43482
,,,0.00656,41.0,5.0,59.136816
,,,0.005248,41.0,4.0,59.76081
,,,0.001024,32.0,1.0,59.810676
,,,0.00656,41.0,5.0,60.762771
,,,0.004096,32.0,4.0,61.13555
,,,0.001312,41.0,1.0,61.185766
,,,0.00656,41.0,5.0,63.137794
,,,0.001312,41.0,1.0,63.188024
,,,0.004096,32.0,4.0,64.135565
,,,0.00656,41.0,5.0,65.637823
,,,0.001312,41.0,1.0,65.688024
,,,0.004096,32.0,4.0,66.135596
0.006784,,,,,,66.443706
,,,0.006784,53.0,4.0,66.63639
0.006784,,,,,,66.63639
,,,0.001312,41.0,1.0,66.686621
,,,0.006144,32.0,6.0,67.639136
,,,0.003072,32.0,3.0,68.884619
,,,0.00512,32.0,5.0,71.135363
,0.0768,,,,,72.60938
,,,0.00512,32.0,5.0,72.886083
,,,0.00512,32.0,5.0,74.886816
,,,0.007424,58.0,4.0,76.763281
,,,0.005248,41.0,4.0,77.136724
,,,0.006784,53.0,4.0,81.137218
0.006784,,,,,,81.137218
,,,0.001312,41.0,1.0,81.187443
,,,0.007424,58.0,4.0,81.512945
,,,0.004096,32.0,4.0,82.3852
,,,0.00656,41.0,5.0,82.887457
,,,0.007424,58.0,4.0,83.763606
,,,0.001312,41.0,1.0,83.813819
,,,0.001024,32.0,1.0,83.860785
,,,0.003936,41.0,3.0,85.1341
,,,0.00656,41.0,5.0,85.386053
,,,0.004096,32.0,4.0,85.883857
,,,0.00656,41.0,5.0,86.261114
,,,0.005248,41.0,4.0,87.885107
,,,0.001312,41.0,1.0,87.935309
,,,0.005248,41.0,4.0,89.384101
,,,0.00656,41.0,5.0,89.761054
,,,0.005248,41.0,4.0,90.260046
,,,0.001024,32.0,1.0,90.309926
,,,0.00656,41.0,5.0,91.886999
,,,0.001312,41.0,1.0,91.937232
,,,0.004096,32.0,4.0,93.634771
,,,0.001312,41.0,1.0,93.684973
,,,0.00656,41.0,5.0,94.26203
,,,0.004096,32.0,4.0,94.634863
,,,0.005248,41.0,4.0,95.134161
,,,0.00656,41.0,5.0,95.511115
,,,0.004096,32.0,4.0,96.133886
,,,0.001312,41.0,1.0,96.18409
,,,0.00656,41.0,5.0,96.636145
,,,0.005248,41.0,4.0,97.135138
,,,0.00512,32.0,5.0,98.010565
,,,0.001312,41.0,1.0,98.060767
,,,0.00656,41.0,5.0,101.887824
,,,0.005248,41.0,4.0,102.261816
,,,0.004096,32.0,4.0,102.634588
,,,0.001312,41.0,1.0,102.684821
,,,0.00512,32.0,5.0,103.260321
,,,0.00656,41.0,5.0,103.76258
,,,0.004096,32.0,4.0,104.260444
,,,0.00656,41.0,5.0,105.137732
,,,0.004096,32.0,4.0,105.760504
,,,0.00656,41.0,5.0,108.637771
,,,0.004096,32.0,4.0,109.385549
,,,0.00656,41.0,5.0,110.012794
,,,0.005248,41.0,4.0,111.511802
,,,0.005248,41.0,4.0,112.135779
0.006784,,,,,,113.624341
,,,0.00656,41.0,5.0,113.762732
,,,0.004096,32.0,4.0,114.260505
,,,0.00656,41.0,5.0,116.012773
,,,0.001024,32.0,1.0,116.062659
,,,0.001312,41.0,1.0,116.109961
,,,0.005248,41.0,4.0,117.136755
,,,0.005248,41.0,4.0,117.510749
,,,0.001024,32.0,1.0,117.560645
,,,0.00656,41.0,5.0,118.137732
,,,0.001024,32.0,1.0,118.187628
,,,0.005248,41.0,4.0,118.886726
,,,0.00512,32.0,5.0,119.387218
,,,0.005248,41.0,4.0,120.011572
,,,0.00512,32.0,5.0,120.512079
,,,0.005248,41.0,4.0,120.761328
,,,0.00512,32.0,5.0,120.886802
,,,0.005248,41.0,4.0,123.011115
,,,0.005248,41.0,4.0,123.635107
,,,0.00512,32.0,5.0,124.13555
,,,0.00656,41.0,5.0,124.762794
,0.0768,,,,,125.414102
,,,0.004096,32.0,4.0,125.760565
,,,0.00656,41.0,5.0,126.387825
,,,0.005248,41.0,4.0,126.886817
,,,0.005248,41.0,4.0,127.885809
,,,0.001024,32.0,1.0,127.935676
,,,0.00656,41.0,5.0,128.262771
,,,0.005248,41.0,4.0,128.636755
,,,0.005248,41.0,4.0,132.885749
,,,0.00512,32.0,5.0,133.386207
,,,0.006784,53.0,4.0,133.886999
0.006784,,,,,,133.886999
,,,0.001312,41.0,1.0,133.937231
,,,0.006784,53.0,4.0,135.012122
0.006784,,,,,,135.012122
,,,0.001312,41.0,1.0,135.062322
,,,0.005248,41.0,4.0,135.385749
,,,0.00512,32.0,5.0,135.886207
,,,0.005248,41.0,4.0,136.260504
,,,0.00656,41.0,5.0,137.262457
,,,0.004096,32.0,4.0,137.760229
,,,0.00656,41.0,5.0,138.262493
,,,0.004096,32.0,4.0,138.635272
,,,0.00656,41.0,5.0,140.262519
,,,0.001024,32.0,1.0,140.312423
,,,0.005248,41.0,4.0,141.011572
,,,0.00512,32.0,5.0,143.137077
,,,0.001312,41.0,1.0,143.187293
,,,0.005248,41.0,4.0,143.761328
,,,0.001312,41.0,1.0,143.811529
,,,0.005248,41.0,4.0,144.260321
,,,0.001024,32.0,1.0,144.310204
,,,0.00656,41.0,5.0,145.387274
,,,0.004096,32.0,4.0,146.260048
,,,0.001312,41.0,1.0,146.310248
,,,0.00656,41.0,5.0,147.387304
,,,0.004096,32.0,4.0,147.885077
