time,rx_noinfo,rx_route,tx_noinfo,tx_route,last_recalibration_time,estimation_tx_route,estimation_tx_noinfo,estimation_rx_route,estimation_rx_noinfo
24.171435,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
24.171435,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
24.171435,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
24.171435,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
24.171435,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
24.171435,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
26.276113,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
26.276113,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
26.276113,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
26.276113,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
26.276113,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
26.276113,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
28.181819,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
28.181819,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
28.181819,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
28.181819,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
28.181819,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
28.181819,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
32.079966,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
32.079966,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
32.079966,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
32.079966,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
32.079966,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
32.079966,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
36.559661,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
36.559661,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
36.559661,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
36.559661,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
36.559661,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
36.559661,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
36.752651,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
36.752651,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
36.752651,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
36.752651,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
36.752651,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
36.752651,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
38.154144,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
38.154144,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
38.154144,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
38.154144,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
38.154144,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
38.154144,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
40.873689,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
