time,rx_noinfo,rx_route,tx_noinfo,tx_route,last_recalibration_time,estimation_tx_route,estimation_tx_noinfo,estimation_rx_route,estimation_rx_noinfo
53.615656,0.000352,0.000352,0.00176,0.00176,0.0,0.0,0.0,0.0,0.0
55.649862,0.000352,0.000352,0.00176,0.00176,0.0,0.0,0.0,0.0,0.0
57.591842,0.000352,0.000352,0.00176,0.00176,0.0,0.0,0.0,0.0,0.0
59.953718,0.000352,0.000352,0.00176,0.00176,0.0,0.0,0.0,0.0,0.0
61.548203,0.000352,0.000352,0.00176,0.00176,0.0,0.0,0.0,0.0,0.0
63.507589,0.000352,0.000352,0.00176,0.00176,0.0,0.0,0.0,0.0,0.0
65.497397,0.000352,0.000352,0.00176,0.00176,0.0,0.0,0.0,0.0,0.0
67.527259,0.000352,0.000352,0.00176,0.00176,0.0,0.0,0.0,0.0,0.0
70.669095,0.000352,0.000352,0.00176,0.00176,0.0,0.0,0.0,0.0,0.0
71.476499,0.000352,0.000352,0.00176,0.00176,0.0,0.0,0.0,0.0,0.0
73.629354,0.000352,0.000352,0.00176,0.00176,0.0,0.0,0.0,0.0,0.0
75.500551,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
77.605208,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
79.814579,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
81.419211,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
83.710105,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
85.753585,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
87.571505,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
89.800699,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
91.769726,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
93.516819,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
95.478086,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
97.687695,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
99.745459,0.000352,0.000352,0.00176,0.00176,75.419548,0.8402137678969342,0.8402137678969342,0.426635297287606,0.426635297287606
