time,rx_noinfo,rx_route,tx_noinfo,tx_route,last_recalibration_time,estimation_tx_route,estimation_tx_noinfo,estimation_rx_route,estimation_rx_noinfo
11.29334,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
11.29334,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
13.398016,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
13.398016,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
16.752711,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
16.752711,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
17.492505,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
17.492505,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
19.526088,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
19.526088,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
21.576872,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
21.576872,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
23.779444,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
23.779444,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
25.911283,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
25.911283,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
27.390912,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
27.390912,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
29.235462,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
29.235462,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
32.495003,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
32.495003,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
36.657207,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
36.657207,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
36.847234,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
36.847234,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
37.539317,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
37.539317,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
40.309917,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
40.309917,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
41.363487,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
41.363487,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
43.228344,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
43.228344,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
45.729135,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
45.729135,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
47.792431,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
47.792431,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
49.261914,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
49.261914,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
52.02149,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
52.02149,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
53.565808,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
53.565808,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
55.701021,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
