time,rx_noinfo,rx_route,tx_noinfo,tx_route,last_recalibration_time,estimation_tx_route,estimation_tx_noinfo,estimation_rx_route,estimation_rx_noinfo
50.791835,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
50.791835,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
50.791835,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
50.791835,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
52.461129,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
52.461129,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
52.461129,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
52.461129,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
54.596106,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
54.596106,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
54.596106,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
54.596106,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
56.191146,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
56.191146,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
56.191146,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
56.191146,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
58.599344,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
58.599344,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
58.599344,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
58.599344,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
60.744069,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
60.744069,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
60.744069,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
60.744069,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
61.963576,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
61.963576,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
61.963576,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
61.963576,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
67.477395,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
67.477395,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
67.477395,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
67.477395,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0,0.0,0.0,0.0
70.571916,0.0,0.000352,0.0,0.00176,0.0,0.0,0.0,0.0,0.0
70.571916,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
70.571916,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0,0.0,0.0,0.0
