time,rx_noinfo,rx_route,tx_noinfo,tx_route,last_recalibration_time,estimation_tx_route,estimation_tx_noinfo,estimation_rx_route,estimation_rx_noinfo,time_since_last_recalibration,last_coef_tx,last_coef_rx,tx,rx,ratio route tx,ratio route rx,ratio route recalibration tx,ratio route recalibration rx,error_tx_route,error_rx_route,error_tx_noinfo,error_rx_noinfo
24.171435,0.0,0.000352,0.0,0.00176,0.0,0.00044,0.0,8.8e-05,0.0,24.171435,0.0,0.0,0.209098,0.008316,0.008417105854671016,0.042328042328042326,0.002104276463667754,0.010582010582010581,0.9978957235363323,0.9894179894179895,1.0,1.0
24.171435,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0021823999999999997,0.0,0.0008359999999999999,0.0,24.171435,0.0,0.0,0.209098,0.008316,0.04174884503916823,0.40211640211640204,0.010437211259792058,0.10052910052910051,0.989562788740208,0.8994708994708995,1.0,1.0
24.171435,0.0,0.002992,0.0,0.006969599999999999,0.0,0.003924799999999999,0.0,0.001584,0.0,24.171435,0.0,0.0,0.209098,0.008316,0.07508058422366544,0.7619047619047619,0.01877014605591636,0.19047619047619047,0.9812298539440836,0.8095238095238095,1.0,1.0
24.171435,0.0,0.002992,0.0,0.006969599999999999,0.0,0.005667199999999999,0.0,0.002332,0.0,24.171435,0.0,0.0,0.209098,0.008316,0.10841232340816266,1.1216931216931216,0.027103080852040665,0.2804232804232804,0.9728969191479593,0.7195767195767196,1.0,1.0
24.171435,0.0,0.002992,0.0,0.006969599999999999,0.0,0.007409599999999999,0.0,0.00308,0.0,24.171435,0.0,0.0,0.209098,0.008316,0.14174406259265987,1.4814814814814814,0.03543601564816497,0.37037037037037035,0.9645639843518351,0.6296296296296298,1.0,1.0
24.171435,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.009064,0.0016543999999999999,0.003168,8.8e-05,24.171435,0.0,0.0,0.209098,0.008316,0.1733923806062229,1.5238095238095237,0.04334809515155572,0.38095238095238093,0.9566519048484443,0.6190476190476191,0.9920879204966092,0.9894179894179895
26.276113,0.0,0.000352,0.0,0.00176,0.0,0.009503999999999999,0.0016543999999999999,0.0032559999999999998,8.8e-05,26.276113,0.0,0.0,0.21869299999999997,0.011899,0.17383272441276126,1.0945457601479116,0.043458181103190316,0.2736364400369779,0.9565418188968097,0.726363559963022,0.9924350573635187,0.9926044205395411
26.276113,0.0,0.002992,0.0,0.006969599999999999,0.0,0.011246399999999998,0.0016543999999999999,0.004004,8.8e-05,26.276113,0.0,0.0,0.21869299999999997,0.011899,0.2057020572217675,1.3459954618035128,0.05142551430544187,0.3364988654508782,0.9485744856945582,0.6635011345491217,0.9924350573635187,0.9926044205395411
26.276113,0.0,0.002992,0.0,0.006969599999999999,0.0,0.012988799999999998,0.0016543999999999999,0.004751999999999999,8.8e-05,26.276113,0.0,0.0,0.21869299999999997,0.011899,0.23757139003077374,1.597445163459114,0.059392847507693435,0.3993612908647785,0.9406071524923065,0.6006387091352215,0.9924350573635187,0.9926044205395411
26.276113,0.0,0.002992,0.0,0.006969599999999999,0.0,0.014731199999999998,0.0016543999999999999,0.0055,8.8e-05,26.276113,0.0,0.0,0.21869299999999997,0.011899,0.26944072283978,1.8488948651147155,0.067360180709945,0.46222371627867886,0.932639819290055,0.5377762837213211,0.9924350573635187,0.9926044205395411
26.276113,0.0,0.002992,0.0,0.006969599999999999,0.0,0.016473599999999998,0.0016543999999999999,0.006248,8.8e-05,26.276113,0.0,0.0,0.21869299999999997,0.011899,0.3013100556487862,2.1003445667703167,0.07532751391219655,0.5250861416925792,0.9246724860878034,0.4749138583074208,0.9924350573635187,0.9926044205395411
26.276113,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.018128,0.0033087999999999998,0.0063360000000000005,0.000176,26.276113,0.0,0.0,0.21869299999999997,0.011899,0.3315698261947113,2.1299268846121526,0.08289245654867783,0.5324817211530382,0.9171075434513222,0.4675182788469619,0.9848701147270374,0.9852088410790822
28.181819,0.0,0.000352,0.0,0.00176,0.0,0.018567999999999998,0.0033087999999999998,0.006424000000000001,0.000176,28.181819,0.0,0.0,0.23673000000000002,0.01254,0.31374139314831234,2.049122807017544,0.07843534828707809,0.512280701754386,0.9215646517129219,0.487719298245614,0.9860228952815444,0.9859649122807017
28.181819,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0203104,0.0033087999999999998,0.007172000000000001,0.000176,28.181819,0.0,0.0,0.23673000000000002,0.01254,0.34318252861910187,2.2877192982456145,0.08579563215477547,0.5719298245614036,0.9142043678452245,0.42807017543859643,0.9860228952815444,0.9859649122807017
28.181819,0.0,0.002992,0.0,0.006969599999999999,0.0,0.022052799999999997,0.0033087999999999998,0.007920000000000002,0.000176,28.181819,0.0,0.0,0.23673000000000002,0.01254,0.37262366408989134,2.5263157894736845,0.09315591602247283,0.6315789473684211,0.9068440839775271,0.36842105263157887,0.9860228952815444,0.9859649122807017
28.181819,0.0,0.002992,0.0,0.006969599999999999,0.0,0.023795199999999996,0.0033087999999999998,0.008668000000000002,0.000176,28.181819,0.0,0.0,0.23673000000000002,0.01254,0.4020647995606808,2.764912280701755,0.1005161998901702,0.6912280701754387,0.8994838001098299,0.30877192982456125,0.9860228952815444,0.9859649122807017
28.181819,0.0,0.002992,0.0,0.006969599999999999,0.0,0.025537599999999994,0.0033087999999999998,0.009416000000000002,0.000176,28.181819,0.0,0.0,0.23673000000000002,0.01254,0.4315059350314703,3.003508771929825,0.10787648375786757,0.7508771929824563,0.8921235162421324,0.24912280701754372,0.9860228952815444,0.9859649122807017
28.181819,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.027191999999999994,0.004963199999999999,0.009504000000000002,0.000264,28.181819,0.0,0.0,0.23673000000000002,0.01254,0.45946014446838157,3.0315789473684216,0.11486503611709539,0.7578947368421054,0.8851349638829046,0.24210526315789463,0.9790343429223166,0.9789473684210526
32.079966,0.0,0.000352,0.0,0.00176,0.0,0.027631999999999993,0.004963199999999999,0.009592000000000002,0.000264,32.079966,0.0,0.0,0.353798,0.017738999999999998,0.3124042532744673,2.162917864592142,0.07810106331861683,0.5407294661480355,0.9218989366813832,0.4592705338519644,0.9859716561427707,0.9851175376289532
32.079966,0.0,0.002992,0.0,0.006969599999999999,0.0,0.029374399999999995,0.004963199999999999,0.010340000000000002,0.000264,32.079966,0.0,0.0,0.353798,0.017738999999999998,0.3321036297548318,2.3315857714640065,0.08302590743870795,0.5828964428660016,0.9169740925612921,0.4171035571339983,0.9859716561427707,0.9851175376289532
32.079966,0.0,0.002992,0.0,0.006969599999999999,0.0,0.031116799999999993,0.004963199999999999,0.011088000000000002,0.000264,32.079966,0.0,0.0,0.353798,0.017738999999999998,0.3518030062351963,2.500253678335871,0.08795075155879907,0.6250634195839677,0.9120492484412009,0.3749365804160323,0.9859716561427707,0.9851175376289532
32.079966,0.0,0.002992,0.0,0.006969599999999999,0.0,0.03285919999999999,0.004963199999999999,0.011836000000000003,0.000264,32.079966,0.0,0.0,0.353798,0.017738999999999998,0.37150238271556074,2.6689215852077353,0.09287559567889019,0.6672303963019338,0.9071244043211099,0.3327696036980662,0.9859716561427707,0.9851175376289532
32.079966,0.0,0.002992,0.0,0.006969599999999999,0.0,0.03460159999999999,0.004963199999999999,0.012584000000000003,0.000264,32.079966,0.0,0.0,0.353798,0.017738999999999998,0.39120175919592526,2.8375894920795997,0.09780043979898131,0.7093973730198999,0.9021995602010187,0.2906026269801001,0.9859716561427707,0.9851175376289532
32.079966,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.03625599999999999,0.0066175999999999995,0.012672000000000003,0.000352,32.079966,0.0,0.0,0.353798,0.017738999999999998,0.40990621767223095,2.8574327752409956,0.10247655441805774,0.7143581938102489,0.8975234455819422,0.28564180618975116,0.9812955415236944,0.9801567168386041
36.559661,0.0,0.000352,0.0,0.00176,0.0,0.03669599999999999,0.0066175999999999995,0.012760000000000002,0.000352,36.559661,0.0,0.0,0.371068,0.018381,0.3955717011437256,2.7767803710353083,0.0988929252859314,0.6941950927588271,0.9011070747140686,0.3058049072411729,0.9821660719868056,0.980849790544584
36.559661,0.0,0.002992,0.0,0.006969599999999999,0.0,0.03843839999999999,0.0066175999999999995,0.013508000000000003,0.000352,36.559661,0.0,0.0,0.371068,0.018381,0.4143542423491111,2.9395571514063437,0.10358856058727778,0.7348892878515859,0.8964114394127223,0.26511071214841403,0.9821660719868056,0.980849790544584
36.559661,0.0,0.002992,0.0,0.006969599999999999,0.0,0.04018079999999999,0.0066175999999999995,0.014256000000000003,0.000352,36.559661,0.0,0.0,0.371068,0.018381,0.43313678355449664,3.102333931777379,0.10828419588862416,0.7755834829443448,0.891715804111376,0.22441651705565518,0.9821660719868056,0.980849790544584
36.559661,0.0,0.002992,0.0,0.006969599999999999,0.0,0.04192319999999999,0.0066175999999999995,0.015004000000000003,0.000352,36.559661,0.0,0.0,0.371068,0.018381,0.4519193247598821,3.2651107121484144,0.11297983118997053,0.8162776780371036,0.8870201688100294,0.18372232196289634,0.9821660719868056,0.980849790544584
