time,rx_noinfo,rx_route,tx_noinfo,tx_route,last_recalibration_time,estimation_tx_route,estimation_tx_noinfo,estimation_rx_route,estimation_rx_noinfo,time_since_last_recalibration,last_coef_tx,last_coef_rx,tx,rx,ratio route tx,ratio route rx,ratio route recalibration tx,ratio route recalibration rx,error_tx_route,error_rx_route,error_tx_noinfo,error_rx_noinfo
53.615656,0.000352,0.000352,0.00176,0.00176,0.0,0.00044,0.00044,8.8e-05,8.8e-05,53.615656,0.0,0.0,0.695156,0.265069,0.002531805810494335,0.0013279561170864945,0.0006329514526235838,0.0003319890292716236,0.9993670485473765,0.9996680109707284,0.9993670485473765,0.9996680109707284
55.649862,0.000352,0.000352,0.00176,0.00176,0.0,0.00088,0.00088,0.000176,0.000176,55.649862,0.0,0.0,0.7119040928257998,0.2827464231743427,0.004944486252393734,0.002489863504182723,0.0012361215630984335,0.0006224658760456808,0.9987638784369016,0.9993775341239542,0.9987638784369016,0.9993775341239542
57.591842,0.000352,0.000352,0.00176,0.00176,0.0,0.00132,0.00132,0.000264,0.000264,57.591842,0.0,0.0,0.7278218262549074,0.2985963639932697,0.007254522754791319,0.0035365467478492203,0.0018136306886978298,0.0008841366869623051,0.9981863693113022,0.9991158633130377,0.9981863693113022,0.9991158633130377
59.953718,0.000352,0.000352,0.00176,0.00176,0.0,0.00176,0.00176,0.000352,0.000352,59.953718,0.0,0.0,0.7416829623683627,0.31836134597540316,0.009491926277394421,0.004422647465841482,0.0023729815693486053,0.0011056618664603704,0.9976270184306514,0.9988943381335396,0.9976270184306514,0.9988943381335396
61.548203,0.000352,0.000352,0.00176,0.00176,0.0,0.0022,0.0022,0.00043999999999999996,0.00043999999999999996,61.548203,0.0,0.0,0.7593309253085763,0.33038405909872753,0.011589150009166114,0.005327133533019718,0.0028972875022915284,0.0013317833832549295,0.9971027124977085,0.9986682166167451,0.9971027124977085,0.9986682166167451
63.507589,0.000352,0.000352,0.00176,0.00176,0.0,0.00264,0.00264,0.0005279999999999999,0.0005279999999999999,63.507589,0.0,0.0,0.773817,0.345104,0.013646637383257281,0.006119894292734943,0.0034116593458143204,0.0015299735731837357,0.9965883406541857,0.9984700264268164,0.9965883406541857,0.9984700264268164
65.497397,0.000352,0.000352,0.00176,0.00176,0.0,0.00308,0.00308,0.0006159999999999999,0.0006159999999999999,65.497397,0.0,0.0,0.775737,0.360749,0.015881671236514436,0.0068302337636417555,0.003970417809128609,0.0017075584409104389,0.9960295821908715,0.9982924415590896,0.9960295821908715,0.9982924415590896
67.527259,0.000352,0.000352,0.00176,0.00176,0.0,0.0035199999999999997,0.0035199999999999997,0.0007039999999999999,0.0007039999999999999,67.527259,0.0,0.0,0.7855497534005377,0.3779425191532258,0.01792375331931504,0.007450868471505145,0.00448093832982876,0.0018627171178762863,0.9955190616701712,0.9981372828821238,0.9955190616701712,0.9981372828821238
70.669095,0.000352,0.000352,0.00176,0.00176,0.0,0.00396,0.00396,0.0007919999999999998,0.0007919999999999998,70.669095,0.0,0.0,0.8055919359126736,0.40513403584386337,0.019662560278802317,0.00781963429313288,0.004915640069700579,0.00195490857328322,0.9950843599302994,0.9980450914267167,0.9950843599302994,0.9980450914267167
71.476499,0.000352,0.000352,0.00176,0.00176,0.0,0.0044,0.0044,0.0008799999999999998,0.0008799999999999998,71.476499,0.0,0.0,0.8248340000000001,0.41411400000000004,0.021337626722467792,0.008500074858613808,0.005334406680616948,0.002125018714653452,0.9946655933193831,0.9978749812853466,0.9946655933193831,0.9978749812853466
73.629354,0.000352,0.000352,0.00176,0.00176,0.0,0.0048400000000000006,0.0048400000000000006,0.0009679999999999998,0.0009679999999999998,73.629354,0.0,0.0,0.8345728744825303,0.423398422213943,0.023197494900614884,0.009145050611557261,0.005799373725153721,0.0022862626528893154,0.9942006262748463,0.9977137373471107,0.9942006262748463,0.9977137373471107
75.500551,0.000352,0.000352,0.00176,0.00176,75.419548,0.8413305801854501,0.8413305801854501,0.42706696222497265,0.42706696222497265,0.0810029999999955,0.011140530408600887,0.005656826493943002,0.8432618517560574,0.4270455072925985,0.02504560114514666,0.009891217511640613,0.9977097605369134,1.0000502403889229,0.6336018495117192,0.05230231372476612,0.6336018495117192,0.05230231372476612
77.605208,0.000352,0.000352,0.00176,0.00176,75.419548,0.8593558266665812,0.8593558266665812,0.4360842218336696,0.4360842218336696,2.1856599999999986,0.011140530408600887,0.005656826493943002,0.8505673780302805,0.4329104451054463,0.02689969141890305,0.010570315527696262,1.0103324543866856,1.0073312546835185,0.8488293960379498,0.5057692376903488,0.8488293960379498,0.5057692376903488
79.814579,0.000352,0.000352,0.00176,0.00176,75.419548,0.8782560002736168,0.8782560002736168,0.4455457431394816,0.4455457431394816,4.395030999999989,0.011140530408600887,0.005656826493943002,0.8693554739452021,0.4514772215723713,0.028342836432813597,0.01091527936412191,1.010238074752119,0.9868620649072128,0.30542228082572415,0.23876887977342764,0.30542228082572415,0.23876887977342764
81.419211,0.000352,0.000352,0.00176,0.00176,75.419548,0.8921033389665775,0.8921033389665775,0.4524415867474532,0.4524415867474532,5.999662999999998,0.011140530408600887,0.005656826493943002,0.876719,0.45446099999999995,0.0301122708644389,0.01161815865387789,1.0175476281072697,0.995556465235638,0.4214283290445213,0.07257366591670147,0.4214283290445213,0.07257366591670147
83.710105,0.000352,0.000352,0.00176,0.00176,75.419548,0.9116846696689884,0.9116846696689884,0.4622489791529644,0.4622489791529644,8.290556999999993,0.011140530408600887,0.005656826493943002,0.881164,0.45702,0.03195772864075247,0.012323311890070455,1.0346367641766896,1.0114414667913099,0.7453112742358199,0.17209249017373252,0.7453112742358199,0.17209249017373252
85.753585,0.000352,0.000352,0.00176,0.00176,75.419548,0.9291987579785141,0.9291987579785141,0.47100668800584644,0.47100668800584644,10.334036999999995,0.011140530408600887,0.005656826493943002,0.8963009224727725,0.4730403341157624,0.03338164588457054,0.012650084080431912,1.0367040071932325,0.9957009033622526,0.5865484843104111,0.04382382277697159,0.5865484843104111,0.04382382277697159
87.571505,0.000352,0.000352,0.00176,0.00176,75.419548,0.944828202758817,0.944828202758817,0.4788074315207481,0.4788074315207481,12.151956999999996,0.011140530408600887,0.005656826493943002,0.9143640737750796,0.48786149059243933,0.034647030552288335,0.012987292750460414,1.0333172855949622,0.9814413327424217,0.41084293076013123,0.14787885025960723,0.41084293076013123,0.14787885025960723
89.800699,0.000352,0.000352,0.00176,0.00176,75.419548,0.9638940054165699,0.9638940054165699,0.4883530542802521,0.4883530542802521,14.381150999999988,0.011140530408600887,0.005656826493943002,0.9273631428995172,0.5020434357934227,0.036059229069041555,0.013321556509209952,1.039392187188758,0.9727306831698048,0.4191752667872838,0.18155045044792573,0.4191752667872838,0.18155045044792573
91.769726,0.000352,0.000352,0.00176,0.00176,75.419548,0.9807860092932121,0.9807860092932121,0.49679488735591903,0.49679488735591903,16.350178,0.011140530408600887,0.005656826493943002,0.9484379999999999,0.519688,0.03711365423991869,0.013546589492156829,1.0341066145527829,0.9559483523882002,0.2988980255586949,0.24602308129446507,0.2988980255586949,0.24602308129446507
93.516819,0.000352,0.000352,0.00176,0.00176,75.419548,0.9958236663130774,0.9958236663130774,0.5042951388332557,0.5042951388332557,18.097270999999992,0.011140530408600887,0.005656826493943002,0.962366667633513,0.532314289955904,0.03840532017893522,0.01388653308670774,1.0347653340507275,0.9473635187870508,0.2738944286358657,0.26513454013130083,0.2738944286358657,0.26513454013130083
95.478086,0.000352,0.000352,0.00176,0.00176,75.419548,1.0126508323027414,1.0126508323027414,0.5127040491787279,0.5127040491787279,20.058538,0.011140530408600887,0.005656826493943002,0.9820605606946424,0.5504239318339167,0.03942730372209644,0.014069155703674327,1.0311490684306288,0.9314712161415063,0.21565712558425407,0.30471200198171144,0.21565712558425407,0.30471200198171144
97.687695,0.000352,0.000352,0.00176,0.00176,75.419548,1.0315529944944553,1.0315529944944553,0.522166580228069,0.522166580228069,22.268147,0.011140530408600887,0.005656826493943002,0.9996248582149595,0.5704366948555512,0.04049519143840175,0.014192635349396849,1.031940118352509,0.9153804180852964,0.20028804906734593,0.3356720827742638,0.20028804906734593,0.3356720827742638
99.745459,0.000352,0.000352,0.00176,0.00176,75.419548,1.0491864313062482,1.0491864313062482,0.5309848906631806,0.5309848906631806,24.32591099999999,0.011140530408600887,0.005656826493943002,1.018997167414776,0.5935810279024627,0.04145251954641252,0.014232260808356184,1.0296264453492676,0.8945449158635037,0.16885943534404887,0.37494901492085025,0.16885943534404887,0.37494901492085025
101.511893,0.000352,0.000352,0.00176,0.00176,75.419548,1.0643856900750883,1.0643856900750883,0.538567198651432,0.538567198651432,26.092344999999995,0.011140530408600887,0.005656826493943002,1.021217,0.609278,0.04308584757206352,0.014443324722048062,1.0422718091013843,0.8839432880416361,0.23849679131976725,0.3871537176052182,0.23849679131976725,0.3871537176052182
