bin_start,total,udp,rpl,forwarding
0.0,0.407552,0.036864,0.370688,0.036864
25.0,0.479392,0.315744,0.163648,0.180224
50.0,0.568224,0.462944,0.10528,0.313344
75.0,0.7344,0.724672,0.009728,0.50912
100.0,0.962528,0.84752,0.115008,0.53248
125.0,0.800512,0.706624,0.021888,0.456704
150.0,0.634912,0.562912,,0.33504
175.0,0.71424,0.71424,,0.4608
