bin_start,strobes
0.0,4.5
25.0,4.363636363636363
50.0,4.538461538461538
75.0,4.2727272727272725
100.0,4.3076923076923075
125.0,4.583333333333333
150.0,4.923076923076923
175.0,4.166666666666667
