time,energy,estimation,difference
0.0,0.0,0.0,0.0
0.0,-4.60318405299e-07,0.0,-1.0
0.0,-4.60318405299e-07,-4.6031840529917857e-07,-0.0
0.0,-4.60318405299e-07,-4.6031840529917857e-07,-0.0
0.0,-4.60318405299e-07,-4.6031840529917857e-07,-0.0
0.392265,-3.9860067465e-07,-4.6031840529917857e-07,-0.1548359914419703
0.392265,-3.9860067465e-07,-3.9860067465026634e-07,-0.0
0.392265,-3.9860067465e-07,-3.9860067465026634e-07,-0.0
0.652921,-3.5756788933e-07,-3.9860067465026634e-07,-0.11475522983144101
0.652921,-3.5756788933e-07,-3.5756788932987344e-07,-0.0
0.652921,-3.5756788933e-07,-3.5756788932987344e-07,-0.0
0.652921,-3.5756788933e-07,-3.5756788932987344e-07,-0.0
0.652921,-3.5756788933e-07,-3.5756788932987344e-07,-0.0
1.152954,-2.7880331543e-07,-3.5756788932987344e-07,-0.28250945932353777
2.402954,-8.16283539592e-08,-2.7880331543010479e-07,-2.4155204889886677
2.402954,-8.16283539592e-08,-8.162835395921111e-08,-0.0
2.402954,-8.16283539592e-08,-8.162835395921111e-08,-0.0
4.402953,2.34651156776e-07,-8.162835395921111e-08,1.3478710912001204
6.402952,5.51877182519e-07,2.3465115677649873e-07,0.57481272245113979
6.402952,5.51877182519e-07,5.5187718251878765e-07,0.0
8.402954,8.70007037658e-07,5.5187718251878765e-07,0.36566354221211317
8.790994,9.31831511034e-07,8.7000703765844026e-07,0.066347266263495963
9.161995,9.90971234425e-07,9.3183151103370956e-07,0.059678547001756524
9.161995,9.90971234425e-07,9.9097123442471351e-07,0.0
9.161995,9.90971234425e-07,9.9097123442471351e-07,0.0
10.152952,1.14907716264e-06,9.9097123442471351e-07,0.13759383038265241
10.152952,1.14907716264e-06,1.1490771626371952e-06,0.0
10.352216,1.1808940306e-06,1.1490771626371952e-06,0.026943033953008014
10.440659,1.19501850006e-06,1.1808940305985155e-06,0.011819456740948253
10.454602,1.1972453622e-06,1.1950185000646627e-06,0.0018599881082120241
10.458411,1.19785371148e-06,1.1972453622009685e-06,0.00050786609101379995
10.460905,1.19825203892e-06,1.1978537114830257e-06,0.00033242375241969576
10.464709,1.19885959452e-06,1.1982520389221488e-06,0.00050677794522095362
10.464805,1.1988749272e-06,1.1988595945240701e-06,1.2789217052533609e-05
10.473059,1.20019322455e-06,1.1988749271957329e-06,0.001098404267010457
10.479714,1.20125614585e-06,1.2001932245548209e-06,0.00088484150827811581
10.479714,1.20125614585e-06,1.2012561458547474e-06,0.0
10.488287,1.20262541901e-06,1.2012561458547474e-06,0.0011385699439498255
10.495608,1.20379473552e-06,1.202625419010663e-06,0.00097135871560289082
10.502269,1.20485864574e-06,1.2037947355188061e-06,0.00088301662970589293
10.508848,1.2059094676e-06,1.2048586457394389e-06,0.00087139366025875548
10.51547,1.20696716649e-06,1.2059094676043554e-06,0.00087632780228926561
10.522675,1.20811799519e-06,1.2069671664887998e-06,0.00095257971682917322
10.554334,1.21317489846e-06,1.2081179951865508e-06,0.0041683217110856886
10.652952,1.22892849257e-06,1.2131748984551255e-06,0.012818967259952723
10.652952,1.22892849257e-06,1.2289284925661541e-06,0.0
10.652952,1.22892849257e-06,1.2289284925661541e-06,0.0
10.803703,1.2530138118e-06,1.2289284925661541e-06,0.019221910412911776
10.803703,1.2530138118e-06,1.253013811802768e-06,0.0
10.803703,1.2530138118e-06,1.253013811802768e-06,0.0
10.803703,1.2530138118e-06,1.253013811802768e-06,0.0
10.803703,1.2530138118e-06,1.253013811802768e-06,0.0
10.803703,1.2530138118e-06,1.253013811802768e-06,0.0
10.902954,1.26887354187e-06,1.253013811802768e-06,0.012499062784427599
10.902954,1.26887354187e-06,1.2688735418680761e-06,0.0
11.152955,1.30883102893e-06,1.2688735418680761e-06,0.030529141027047756
11.152955,1.30883102893e-06,1.308831028930883e-06,0.0
11.152955,1.30883102893e-06,1.308831028930883e-06,0.0
12.454744,1.51709537672e-06,1.308831028930883e-06,0.13727834847251438
12.458358,1.51767401715e-06,1.5170953767226563e-06,0.00038126792942014948
12.462011,1.51825890447e-06,1.5176740171527109e-06,0.00038523555729118677
12.47082,1.51966933729e-06,1.5182589044678859e-06,0.00092811823182873353
12.477742,1.52077764794e-06,1.5196693372861723e-06,0.00072877889738632966
12.514194,1.52661428421e-06,1.5207776479436104e-06,0.0038232553749969738
