time,mote_id,message,message_type,source,destination
161.824127,8,H78,data,6,
161.861241,8,H79,data,14,
162.069246,8,H62,data,5,
162.299697,8,H78,data,4,
162.415027,8,H62,data,3,
162.434772,8,H79,data,10,
162.675249,8,H63,data,15,
162.905566,8,H62,data,1,
163.54079,8,H79,data,2,
163.548066,8,H63,data,5,
164.281166,8,H80,data,10,
164.771555,8,H64,data,15,
164.896036,8,H63,data,1,
165.511991,8,H80,data,2,
166.011762,8,H79,data,6,
166.01924,8,H63,data,3,
166.026728,8,H64,data,11,
166.033872,8,H80,data,6,
167.002119,8,H62,data,7,
167.009747,8,H79,data,12,
167.017085,8,H80,data,14,
167.024208,8,H63,data,9,
167.031571,8,H63,data,7,
167.039166,8,H64,data,13,
167.046512,8,H80,data,12,
167.252579,8,H80,data,4,
167.259967,8,H64,data,5,
167.267503,8,H81,data,10,
167.274867,8,H81,data,12,
167.282176,8,H82,data,14,
167.289478,8,H65,data,15,
168.992617,8,H65,data,3,
169.000173,8,H66,data,11,
169.00737,8,H65,data,1,
169.014654,8,H82,data,6,
169.242989,8,H81,data,2,
169.250413,8,H65,data,5,
169.257786,8,H65,data,9,
169.265129,8,H65,data,7,
169.272648,8,H82,data,12,
169.280008,8,H82,data,10,
169.287223,8,H81,data,4,
169.294755,8,H66,data,13,
169.733318,8,H82,data,2,
170.223929,8,H66,data,5,
170.231649,8,H66,data,15,
170.238936,8,H66,data,9,
170.2464,8,H66,data,7,
170.253985,8,H67,data,13,
170.261341,8,H83,data,12,
170.615495,8,H66,data,3,
170.973449,8,H66,data,1,
171.080002,8,H82,data,4,
171.09475,8,H83,data,10,
171.10212,8,H67,data,15,
171.464239,8,H67,data,11,
171.478742,8,H83,data,6,
171.560882,8,H83,data,2,
171.568185,8,H67,data,5,
172.299486,8,H84,data,14,
172.321279,8,H67,data,9,
172.343199,8,H67,data,7,
172.45454,8,H67,data,3,
172.569991,8,H68,data,11,
172.782528,8,H84,data,10,
172.789935,8,H68,data,15,
172.797214,8,H85,data,14,
172.935484,8,H67,data,1,
172.942884,8,H84,data,6,
173.522819,8,H84,data,2,
173.530134,8,H68,data,9,
173.638104,8,H68,data,5,
174.128999,8,H69,data,13,
174.136342,8,H68,data,7,
174.425941,8,H68,data,3,
174.494555,8,H84,data,4,
174.502036,8,H85,data,12,
174.666562,8,H69,data,11,
174.906848,8,H68,data,1,
174.914229,8,H85,data,6,
175.110126,8,H86,data,14,
175.119216,8,H85,data,10,
175.126524,8,H69,data,15,
175.850282,8,H85,data,2,
175.857693,8,H69,data,5,
176.465828,8,H69,data,9,
176.473431,8,H69,data,7,
176.481027,8,H86,data,12,
176.488377,8,H85,data,4,
176.495975,8,H70,data,13,
176.503353,8,H86,data,10,
176.831499,8,H87,data,14,
176.897401,8,H69,data,1,
176.904798,8,H69,data,3,
176.912396,8,H70,data,11,
176.919574,8,H86,data,6,
177.197023,8,H70,data,15,
177.562304,8,H86,data,2,
177.569636,8,H70,data,5,
177.927703,8,H70,data,9,
177.935242,8,H70,data,7,
177.942732,8,H71,data,13,
178.043323,8,H87,data,12,
178.283757,8,H87,data,10,
178.387822,8,H70,data,3,
178.524285,8,H71,data,15,
178.628513,8,H71,data,11,
178.86879,8,H70,data,1,
179.01468,8,H86,data,4,
179.02214,8,H88,data,14,
179.109501,8,H87,data,6,
179.630184,8,H87,data,2,
179.637586,8,H71,data,5,
180.732455,8,H71,data,3,
180.745757,8,H71,data,9,
180.753236,8,H71,data,7,
180.760821,8,H72,data,13,
180.768227,8,H88,data,12,
180.78274,8,H87,data,4,
180.965486,8,H71,data,1,
180.987895,8,H72,data,11,
180.995092,8,H88,data,6,
181.74623,8,H89,data,14,
182.133743,8,H88,data,2,
182.141346,8,H88,data,10,
182.148655,8,H72,data,15,
182.455893,8,H72,data,3,
182.571356,8,H73,data,11,
182.727315,8,H89,data,10,
182.734618,8,H73,data,15,
182.936892,8,H72,data,1,
182.94422,8,H89,data,6,
183.460301,8,H72,data,9,
183.47516,8,H72,data,7,
183.482675,8,H73,data,13,
183.48994,8,H88,data,4,
183.497583,8,H89,data,12,
183.504992,8,H90,data,14,
183.575653,8,H89,data,2,
184.191344,8,H73,data,9,
184.198886,8,H73,data,7,
184.206473,8,H74,data,13,
184.213905,8,H90,data,12,
184.221041,8,H73,data,5,
184.3067,8,H89,data,4,
184.427223,8,H73,data,3,
184.667843,8,H74,data,11,
184.908291,8,H73,data,1,
184.915715,8,H90,data,6,
185.172451,8,H90,data,10,
185.179863,8,H74,data,15,
185.187137,8,H91,data,14,
185.537723,8,H90,data,2,
185.545117,8,H74,data,9,
185.653128,8,H74,data,7,
185.89364,8,H74,data,5,
186.384381,8,H75,data,13,
186.391844,8,H91,data,12,
186.398967,8,H90,data,4,
186.648839,8,H74,data,3,
186.656353,8,H75,data,11,
186.889235,8,H74,data,1,
186.896737,8,H91,data,6,
187.000018,8,H91,data,10,
187.007275,8,H75,data,15,
188.379687,8,H75,data,3,
189.240555,8,H92,data,14,
189.247873,8,H91,data,2,
189.255319,8,H75,data,9,
189.26275,8,H75,data,7,
189.270178,8,H75,data,5,
189.277853,8,H76,data,13,
189.285302,8,H92,data,12,
189.292546,8,H91,data,4,
189.480643,8,H92,data,2,
189.721136,8,H76,data,5,
189.961677,8,H76,data,9,
189.969195,8,H76,data,7,
189.97667,8,H77,data,13,
189.995344,8,H75,data,1,
190.002911,8,H76,data,11,
190.010046,8,H92,data,6,
190.577437,8,H93,data,12,
190.584702,8,H92,data,4,
190.743048,8,H76,data,3,
190.860215,8,H76,data,1,
191.308422,8,H93,data,10,
191.323141,8,H77,data,15,
191.330526,8,H94,data,14,
191.548626,8,H93,data,2,
191.556017,8,H77,data,5,
191.974326,8,H77,data,11,
191.981602,8,H93,data,6,
192.039098,8,H77,data,9,
192.053694,8,H77,data,7,
192.457174,8,H77,data,3,
192.572688,8,H78,data,11,
192.904696,8,H94,data,12,
192.912104,8,H78,data,13,
192.919387,8,H93,data,4,
192.941798,8,H94,data,10,
192.949284,8,H78,data,15,
192.956683,8,H95,data,14,
193.188114,8,H77,data,1,
193.19547,8,H94,data,6,
193.519981,8,H94,data,2,
194.010633,8,H78,data,9,
194.018111,8,H78,data,7,
194.025383,8,H78,data,5,
194.428477,8,H78,data,3,
194.669085,8,H79,data,11,
194.876256,8,H79,data,13,
194.883626,8,H95,data,12,
194.890824,8,H94,data,4,
194.905419,8,H95,data,10,
194.912844,8,H79,data,15,
194.920167,8,H96,data,14,
195.034733,8,H78,data,1,
195.042043,8,H95,data,6,
196.400082,8,H79,data,3,
196.515607,8,H80,data,11,
197.116549,8,H95,data,2,
197.123975,8,H79,data,5,
197.131331,8,H79,data,9,
197.138688,8,H79,data,7,
197.14628,8,H80,data,13,
197.153574,8,H95,data,4,
197.161197,8,H96,data,12,
197.168598,8,H96,data,10,
197.381068,8,H79,data,1,
197.388461,8,H96,data,6,
197.732056,8,H96,data,2,
197.739509,8,H80,data,9,
197.746846,8,H80,data,5,
198.347484,8,H80,data,7,
198.355209,8,H81,data,13,
198.366268,8,H97,data,12,
198.373544,8,H97,data,10,
198.621632,8,H80,data,3,
198.629263,8,H81,data,11,
198.713094,8,H81,data,15,
199.078333,8,H96,data,4,
199.085966,8,H98,data,14,
199.112278,8,H80,data,1,
199.119589,8,H97,data,6,
199.568944,8,H97,data,2,
199.583433,8,H81,data,5,
199.934331,8,H81,data,9,
199.941863,8,H81,data,7,
199.949415,8,H82,data,13,
