dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.504855
,0.0768,,,,,12.094227
,,,0.045792,53.0,27.0,14.937102
0.006784,,,,,,14.937102
0.006784,,,,,,15.678531
,,,0.006784,53.0,4.0,15.937056
0.006784,,,,,,15.937056
,,,0.006784,53.0,4.0,18.937177
0.006784,,,,,,18.937177
,0.0768,,,,,20.06294
,,,0.00656,41.0,5.0,20.813782
,,,0.006784,53.0,4.0,22.314223
0.006784,,,,,,22.314223
,,,0.006784,53.0,4.0,22.814314
0.006784,,,,,,22.814314
,,,0.001312,41.0,1.0,22.864516
,,,0.005248,41.0,4.0,23.187941
,,,0.005248,41.0,4.0,25.061933
,,,0.005248,41.0,4.0,25.560926
,,,0.00656,41.0,5.0,27.437878
,,,0.001312,41.0,1.0,27.488111
,,,0.006784,53.0,4.0,28.313368
0.006784,,,,,,28.313368
,,,0.004096,32.0,4.0,28.685775
,,,0.006784,53.0,4.0,30.311538
0.006784,,,,,,30.311538
,,,0.001312,41.0,1.0,30.361738
,,,0.001312,41.0,1.0,30.409986
,,,0.00512,32.0,5.0,30.81161
,,,0.001312,41.0,1.0,30.861829
,,,0.00656,41.0,5.0,31.563875
,,,0.004096,32.0,4.0,32.811628
,,,0.005248,41.0,4.0,33.560926
,,,0.001312,41.0,1.0,33.611127
,,,0.00512,32.0,5.0,34.686353
,,,0.00656,41.0,5.0,35.813612
,,,0.001312,41.0,1.0,35.863844
,0.0768,,,,,36.009083
,,,0.004096,32.0,4.0,36.686385
,,,0.00656,41.0,5.0,37.063643
,,,0.005248,41.0,4.0,37.812635
0.006784,,,,,,38.428507
,,,0.006784,53.0,4.0,38.813093
0.006784,,,,,,38.813093
,,,0.001024,32.0,1.0,38.86299
,,,0.001312,41.0,1.0,38.911268
,,,0.005248,41.0,4.0,39.31172
,,,0.006784,53.0,4.0,39.562178
0.006784,,,,,,39.562178
,,,0.006784,53.0,4.0,44.06227
0.006784,,,,,,44.06227
,,,0.001312,41.0,1.0,44.112471
,,,0.001312,41.0,1.0,44.160689
,,,0.006784,53.0,4.0,44.437361
0.006784,,,,,,44.437361
,,,0.001024,32.0,1.0,44.487271
,,,0.005248,41.0,4.0,45.435987
,,,0.001312,41.0,1.0,45.486189
,,,0.00512,32.0,5.0,46.061414
,,,0.001312,41.0,1.0,46.111617
,,,0.00656,41.0,5.0,46.688672
,,,0.001024,32.0,1.0,46.738569
,,,0.005248,41.0,4.0,47.312666
,,,0.005248,41.0,4.0,47.686658
,,,0.00512,32.0,5.0,48.687087
,,,0.005248,41.0,4.0,49.436385
,,,0.001312,41.0,1.0,49.486586
,,,0.00656,41.0,5.0,49.938337
,,,0.004096,32.0,4.0,50.686109
,,,0.00656,41.0,5.0,50.938368
,,,0.005248,41.0,4.0,51.437361
,,,0.005248,41.0,4.0,51.936354
,,,0.00512,32.0,5.0,52.686781
,,,0.005248,41.0,4.0,53.436079
,,,0.001312,41.0,1.0,53.486299
,,,0.005248,41.0,4.0,53.685083
,,,0.006144,32.0,6.0,54.688174
,,,0.005248,41.0,4.0,55.062482
,,,0.005248,41.0,4.0,55.436475
,,,0.00656,41.0,5.0,55.688428
,,,0.004096,32.0,4.0,56.686201
,,,0.001312,41.0,1.0,56.736402
,,,0.00656,41.0,5.0,57.813459
,,,0.001312,41.0,1.0,57.863661
,,,0.004096,32.0,4.0,58.686232
0.006784,,,,,,59.014627
,,,0.006784,53.0,4.0,59.436994
0.006784,,,,,,59.436994
,,,0.001312,41.0,1.0,59.487226
,,,0.00656,41.0,5.0,60.063591
,,,0.001312,41.0,1.0,60.113814
,,,0.004096,32.0,4.0,60.686353
,,,0.00656,41.0,5.0,60.938612
,,,0.005248,41.0,4.0,61.437605
,,,0.005248,41.0,4.0,61.811629
,,,0.00512,32.0,5.0,62.687055
,0.0768,,,,,62.906695
,,,0.005248,41.0,4.0,63.561354
,,,0.00656,41.0,5.0,63.938311
,,,0.005248,41.0,4.0,64.437302
