bin_start,dao_tx,dio_tx,dis_tx,mac_tx,ratio_dao,ratio_dis,ratio_dio
0.0,0.040704,0.1536,0.058656,0.08604799999999999,0.47303830420230575,0.6816660468575679,1.7850502045370027
25.0,0.047487999999999995,0.0768,,0.17888000000000007,0.26547406082289793,,0.4293381037567082
50.0,0.020352000000000002,0.0768,,0.20460800000000004,0.09946825148576789,,0.3753518923991241
75.0,0.006784,,,0.21641600000000005,0.031347035339346435,,
100.0,0.013568,0.0768,,0.2088320000000001,0.06497088568801714,,0.3677597303095309
125.0,0.006784,,,0.20854400000000006,0.03253030535522479,,
150.0,,,,0.18326400000000007,,,
175.0,,,,0.19488000000000008,,,
