bin_start,tx_noinfo,rx_noinfo,tx_route,rx_route,total,udp,rpl,forwarding,tx,rx,diff_tx,diff_rx
0,0.0,0.0,0.0209088,0.008976000000000001,0.407552,0.036864,0.370688,0.036864,0.417868,0.045917,,
25,0.066176,0.0035199999999999993,0.2195071999999999,0.069344,0.479392,0.315744,0.163648,0.180224,0.949393,0.170527,0.531525,0.12461000000000001
50,0.0794112,0.004224,0.2954687999999999,0.096976,0.568224,0.462944,0.10528,0.313344,1.555087,0.290626,0.6056940000000001,0.12009899999999998
75,1.6413145999999998,0.2944980000000002,1.8573721999999968,0.38725,0.7344,0.724672,0.009728,0.50912,2.386526,0.456718,0.8314389999999998,0.16609200000000002
100,0.0397056,0.002112,0.21394559999999987,0.07691200000000001,0.962528,0.84752,0.115008,0.53248,3.4130599999999998,0.577972,1.0265339999999998,0.12125400000000003
125,0.0727936,0.003871999999999999,0.3027904,0.10260799999999998,0.800512,0.706624,0.021888,0.456704,4.31454,0.720861,0.9014800000000003,0.14288899999999993
150,4.367480800000002,0.7275150000000002,4.548690399999994,0.805307,0.634912,0.562912,,0.33504,5.053048,0.893175,0.7385080000000004,0.17231400000000008
175,0.0595584,0.003168,0.2756159999999999,0.09591999999999998,0.71424,0.71424,,0.4608,5.798175,1.025893,0.7451269999999992,0.1327179999999999
