bin_start,tx_noinfo,rx_noinfo,tx_route,rx_route,total,udp,rpl,forwarding,tx,rx,diff_tx,diff_rx
0,0.0066176,0.000352,0.0066176,0.000352,0.212224,0.02464,0.187584,,0.21869299999999997,0.008636,,
25,0.0727936,0.003871999999999999,0.0727936,0.003871999999999999,0.297216,0.09152,0.205696,,0.542636,0.027469,0.32394300000000004,0.018833000000000003
50,0.0595584,0.003168,0.0595584,0.003168,0.405568,0.30272,0.102848,,0.91494,0.033292,0.37230399999999997,0.005823000000000002
75,1.0268826,0.037803999999999977,1.0268826,0.037803999999999977,0.181088,0.181088,,,1.164675,0.058471,0.24973499999999993,0.025179
100,0.033088,0.0017599999999999996,0.033088,0.0017599999999999996,0.5016,0.5016,,,1.7249900000000002,0.066445,0.5603150000000003,0.007974000000000002
125,0.0727936,0.003871999999999999,0.0727936,0.003871999999999999,0.282368,0.17952,0.102848,,2.042393,0.080735,0.3174029999999999,0.014289999999999997
150,2.1089665999999987,0.08284700000000003,2.1089665999999987,0.08284700000000003,0.457408,0.457408,,,2.554219,0.083298,0.5118259999999997,0.002562999999999996
175,0.0595584,0.003168,0.0595584,0.003168,0.33088,0.33088,,,2.888095,0.086501,0.33387600000000006,0.0032029999999999975
