time,mote_id,node,strobes,message_type,message,tx,rx,size
2.413586,,3,,energy,,0.086076,0.004414,
2.414786,,11,,energy,,0.086078,0.006621,
2.433266,,10,,energy,,0.086075,0.002207,
2.444193,,16,,energy,,0.086077,0.002207,
2.451615,,19,,energy,,0.086077,0.002207,
2.458019,,14,,energy,,0.086078,0.002207,
2.460793,,18,,energy,,0.086081,0.002208,
2.471402,,2,,energy,,0.086076,0.004552,
2.475101,,5,,energy,,0.08608,0.004415,
2.477419,,15,,energy,,0.086078,0.0,
2.479744,,13,,energy,,0.086072,0.01348,
2.482874,,6,,energy,,0.086076,0.006335,
2.493067,,17,,energy,,0.086075,0.002207,
2.497131,,12,,energy,,0.086079,0.011988,
2.501759,,4,,energy,,0.086079,6.1e-05,
2.510101,,21,,energy,,0.086077,0.002206,
2.511959,,20,,energy,,0.086075,0.002207,
2.516167,,9,,energy,,0.086078,0.006621,
2.53026,,8,,energy,,0.086079,0.011949,
2.538586,,3,,energy,,0.086076,0.004414,
2.539786,,11,,energy,,0.086078,0.006621,
2.558266,,10,,energy,,0.086075,0.002207,
2.569192,,16,,energy,,0.086077,0.002207,
2.576615,,19,,energy,,0.086077,0.002207,
2.583018,,14,,energy,,0.086078,0.002207,
2.585793,,18,,energy,,0.086081,0.002208,
2.596402,,2,,energy,,0.086076,0.004552,
2.600101,,5,,energy,,0.08608,0.004415,
2.602419,,15,,energy,,0.086078,0.0,
2.604743,,13,,energy,,0.086072,0.01348,
2.607874,,6,,energy,,0.086076,0.006335,
2.618067,,17,,energy,,0.086075,0.002207,
2.622131,,12,,energy,,0.086079,0.011988,
2.626759,,4,,energy,,0.086079,6.1e-05,
2.635101,,21,,energy,,0.086077,0.002206,
2.636958,,20,,energy,,0.086075,0.002207,
2.642541,,9,,energy,,0.086078,0.006621,
2.642622,,7,,energy,,0.08608,0.006658,
2.65526,,8,,energy,,0.086079,0.011949,
2.663586,,3,,energy,,0.086076,0.004414,
2.664785,,11,,energy,,0.086078,0.006621,
2.683266,,10,,energy,,0.086075,0.002207,
2.694192,,16,,energy,,0.086077,0.002207,
2.701615,,19,,energy,,0.086077,0.002207,
2.708019,,14,,energy,,0.086078,0.002207,
2.710792,,18,,energy,,0.086081,0.002208,
2.721402,,2,,energy,,0.086076,0.004552,
2.725101,,5,,energy,,0.08608,0.004415,
2.727418,,15,,energy,,0.086078,0.0,
2.729744,,13,,energy,,0.086072,0.01348,
2.732874,,6,,energy,,0.086076,0.006335,
2.743067,,17,,energy,,0.086075,0.002207,
2.747131,,12,,energy,,0.086079,0.011988,
2.751759,,4,,energy,,0.086079,6.1e-05,
2.7601,,21,,energy,,0.086077,0.002206,
2.761959,,20,,energy,,0.086075,0.002207,
2.767541,,9,,energy,,0.086078,0.006621,
2.767622,,7,,energy,,0.08608,0.006658,
2.78026,,8,,energy,,0.086079,0.011949,
2.788586,,3,,energy,,0.086076,0.004414,
2.789785,,11,,energy,,0.086078,0.006621,
2.808266,,10,,energy,,0.086075,0.002207,
2.819193,,16,,energy,,0.086077,0.002207,
2.826614,,19,,energy,,0.086077,0.002207,
2.833018,,14,,energy,,0.086078,0.002207,
2.835793,,18,,energy,,0.086081,0.002208,
2.846402,,2,,energy,,0.086076,0.004552,
2.850101,,5,,energy,,0.08608,0.004415,
2.852419,,15,,energy,,0.086078,0.0,
2.854743,,13,,energy,,0.086072,0.01348,
2.857874,,6,,energy,,0.086076,0.006335,
2.868066,,17,,energy,,0.086075,0.002207,
2.872131,,12,,energy,,0.086079,0.011988,
2.876759,,4,,energy,,0.086079,6.1e-05,
2.8851,,21,,energy,,0.086077,0.002206,
2.886958,,20,,energy,,0.086075,0.002207,
2.892541,,9,,energy,,0.086078,0.006621,
2.892622,,7,,energy,,0.08608,0.006658,
2.90526,,8,,energy,,0.086079,0.011949,
2.913586,,3,,energy,,0.086076,0.004414,
2.914785,,11,,energy,,0.086078,0.006621,
2.933266,,10,,energy,,0.086075,0.002207,
2.944192,,16,,energy,,0.086077,0.002207,
2.951614,,19,,energy,,0.086077,0.002207,
2.958019,,14,,energy,,0.086078,0.002207,
2.960792,,18,,energy,,0.086081,0.002208,
2.971402,,2,,energy,,0.086076,0.004552,
2.975101,,5,,energy,,0.08608,0.004415,
2.977418,,15,,energy,,0.086078,0.0,
2.979743,,13,,energy,,0.086072,0.01348,
2.982874,,6,,energy,,0.086076,0.006335,
2.993066,,17,,energy,,0.086075,0.002207,
2.99713,,12,,energy,,0.086079,0.011988,
3.001759,,4,,energy,,0.086079,6.1e-05,
3.010101,,21,,energy,,0.086077,0.002206,
3.011959,,20,,energy,,0.086075,0.002207,
3.017541,,9,,energy,,0.086078,0.006621,
3.017622,,7,,energy,,0.08608,0.006658,
3.03026,,8,,energy,,0.086079,0.011949,
3.037611,,3,,energy,,0.086076,0.004414,
3.038586,,3,,energy,,0.086076,0.004414,
3.039786,,11,,energy,,0.086078,0.006621,
3.058266,,10,,energy,,0.086075,0.002207,
3.069192,,16,,energy,,0.086077,0.002207,
