bin_start,total,udp,rpl,forwarding
0.0,0.407552,0.036864,0.370688,0.036864
25.0,0.450112,0.286464,0.163648,0.159744
50.0,0.531264,0.425984,0.10528,0.313344
75.0,0.728352,0.718624,0.009728,0.466112
100.0,0.824,0.708992,0.115008,0.448512
125.0,0.835072,0.741184,0.021888,0.477184
150.0,0.572736,0.500736,,0.330944
175.0,0.702976,0.702976,,0.393216
200.0,0.249696,0.249696,,0.198656
