bin_start,total,udp,rpl,forwarding
0.0,0.390528,0.036864,0.353664,0.036864
25.0,0.326208,0.157696,0.168512,0.157696
50.0,0.384064,0.281216,0.102848,0.147456
75.0,0.571264,0.512896,0.058368,0.372288
100.0,0.622976,0.622976,,0.362496
125.0,0.672864,0.535968,0.136896,0.319488
150.0,0.356576,0.356576,,0.172704
175.0,0.465856,0.465856,,0.321536
200.0,0.126176,0.126176,,0.096256
