bin_start,total,udp,rpl,forwarding
0.0,0.312576,0.024576,0.288,0.024576
25.0,0.194496,0.08192,0.112576,0.08192
50.0,0.233088,0.13024,0.102848,0.11264
75.0,0.133312,0.13088,0.002432,0.107168
100.0,0.20064,0.105088,0.095552,0.083968
125.0,0.112384,0.105088,0.007296,0.083968
150.0,0.11888,0.11888,,0.096928
175.0,0.137856,0.137856,,0.116736
200.0,0.03952,0.03952,,0.03072
