bin_start,total,udp,rpl,forwarding
0.0,0.205184,0.0176,0.187584,
25.0,0.297216,0.09152,0.205696,
50.0,0.31488,0.22176,0.09312,
75.0,0.208416,0.198688,0.009728,
100.0,0.44352,0.44352,,
125.0,0.352768,0.24992,0.102848,
150.0,0.378208,0.378208,,
175.0,0.40656,0.40656,,
200.0,0.0616,0.0616,,
