time,tx,rx
1.035173,0.0,0.0
1.174126,0.0,0.0
1.504509,0.0,0.002208
1.600116,0.0,0.004415
1.674126,0.0,0.004415
1.799126,0.0,0.004415
1.924126,0.0,0.004415
2.130571,0.035315,0.004415
2.206604,0.086076,0.004415
2.299126,0.086076,0.004415
2.424126,0.086076,0.004415
2.799126,0.086076,0.004415
3.049126,0.086076,0.004415
3.799126,0.086076,0.004415
3.924126,0.086076,0.004415
4.299126,0.086076,0.004415
4.424126,0.086076,0.004415
4.549126,0.086076,0.004415
4.674126,0.086076,0.004415
4.799126,0.086076,0.004415
5.049126,0.086076,0.004415
5.299126,0.086076,0.004415
5.424126,0.086076,0.004415
5.799126,0.086076,0.004415
5.924126,0.086076,0.004415
6.174126,0.086076,0.004415
6.299794,0.086076,0.004415
6.400167,0.086076,0.007678
6.424126,0.086076,0.007678
6.799126,0.086076,0.007678
7.049126,0.086076,0.007678
8.049126,0.086076,0.007678
8.299126,0.086076,0.007678
8.424126,0.086076,0.007678
8.549126,0.086076,0.007678
8.799126,0.086076,0.007678
8.891092,0.086076,0.007678
9.049126,0.086076,0.007678
9.549126,0.086076,0.007678
9.674126,0.086076,0.007678
9.75889,0.131244,0.007678
9.800191,0.161469,0.007678
10.299126,0.183954,0.007678
10.424126,0.183954,0.007678
10.799126,0.183954,0.007678
10.924126,0.183954,0.007678
11.141038,0.253036,0.007998
11.174126,0.253036,0.007998
11.299126,0.253036,0.007998
11.674126,0.253036,0.007998
11.799126,0.253036,0.007998
11.891831,0.2634,0.008319
11.9958,0.2634,0.008319
12.049126,0.2634,0.008319
12.198138,0.2634,0.011581
12.299126,0.2634,0.011581
12.422752,0.2634,0.011581
12.424126,0.2634,0.011581
12.799126,0.2634,0.011581
12.924126,0.2634,0.011581
13.049126,0.2634,0.011581
13.174126,0.271077,0.011902
13.299126,0.271077,0.011902
13.360255,0.271077,0.011902
13.924126,0.271077,0.011902
14.299126,0.271077,0.011902
14.424126,0.271077,0.011902
14.549126,0.271077,0.011902
14.751947,0.271077,0.011902
14.799126,0.271077,0.011902
14.901194,0.271077,0.011902
14.927713,0.271397,0.014492
15.049126,0.271397,0.014492
15.174126,0.271397,0.014492
15.301381,0.319889,0.014492
15.367386,0.369278,0.014492
15.424126,0.369278,0.014492
15.599054,0.369278,0.017755
15.674126,0.369278,0.017755
15.799126,0.369278,0.017755
