bin_start,tx_noinfo,rx_noinfo,tx_route,rx_route,total,udp,rpl,forwarding,tx,rx,diff_tx,diff_rx
0,0.488942,0.0572656009452224,0.5098508,0.06624160094522238,0.424032,0.12144,0.302592,0.051456,0.45263400000000004,0.07046000000000001,,
25,1.237717,0.2904630000000001,1.2934737999999997,0.3143990000000001,0.54992,0.454368,0.095552,0.297472,1.04758,0.18320999999999998,0.594946,0.11274999999999998
50,3.666554399999999,0.6356850384451393,3.7292807999999993,0.6626130384451394,0.426208,0.3112,0.115008,0.121056,1.500262,0.315762,0.45268200000000003,0.132552
75,3.6218096014746535,0.794206455170507,3.6984752014746536,0.8271184551705069,0.577248,0.528608,0.04864,0.401632,2.158664,0.49307399999999996,0.6584019999999999,0.17731199999999997
100,7.528290932114568,1.6733213552220785,7.5840477321145645,1.6972573552220789,0.665216,0.572096,0.09312,0.335808,2.941677,0.701723,0.783013,0.20864900000000003
125,6.411518020032617,1.5168592005979884,6.4672748200326176,1.5407952005979888,0.640384,0.616064,0.02432,0.399968,3.613339,0.849873,0.671662,0.14815
150,11.6428388,2.7640489999999995,11.719504400000002,2.796961,0.581696,0.581696,,0.433408,4.229147,1.0190299999999999,0.6158080000000004,0.1691569999999999
175,9.036191600000002,2.202415,9.0849788,2.2233589999999994,0.552768,0.550336,0.002432,0.34304,4.826622,1.230637,0.5974750000000002,0.2116070000000001
