dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.393344
,0.0768,,,,,12.607736
0.006784,,,,,,15.942174
,,,0.01696,53.0,10.0,16.009921
0.006784,,,,,,16.009921
,,,0.00512,32.0,5.0,21.509982
0.006784,,,,,,22.348406
,,,0.006784,53.0,4.0,22.635745
0.006784,,,,,,22.635745
,0.0768,,,,,22.740529
,,,0.00512,32.0,5.0,23.510812
,,,0.004096,32.0,4.0,25.508884
,,,0.00512,32.0,5.0,27.509616
0.006784,,,,,,32.271159
,0.0768,,,,,33.123498
,,,0.006784,53.0,4.0,36.635395
0.006784,,,,,,36.635395
,,,0.001024,32.0,1.0,36.68613
,,,0.001024,32.0,1.0,36.733097
,,,0.004096,32.0,4.0,37.632785
,,,0.006144,32.0,6.0,39.511173
,,,0.004096,32.0,4.0,41.509251
,,,0.00512,32.0,5.0,43.509982
,,,0.00512,32.0,5.0,45.635728
,,,0.004096,32.0,4.0,47.508793
,,,0.00512,32.0,5.0,49.509524
,,,0.031744,32.0,31.0,62.757924
,,,0.001024,32.0,1.0,62.805819
,,,0.006144,32.0,6.0,63.636173
,,,0.001024,32.0,1.0,63.686038
,,,0.004096,32.0,4.0,65.50925
,,,0.006144,32.0,6.0,67.512637
0.006784,,,,,,67.723411
,,,0.005088,53.0,3.0,68.010073
0.006784,,,,,,68.010073
,0.0768,,,,,69.264843
,,,0.00512,32.0,5.0,69.760135
,,,0.00512,32.0,5.0,71.885897
,,,0.004096,32.0,4.0,73.508975
,,,0.00512,32.0,5.0,75.634708
,,,0.004096,32.0,4.0,77.632786
,,,0.006144,32.0,6.0,79.511173
,,,0.004096,32.0,4.0,81.50925
,,,0.00512,32.0,5.0,83.509982
,,,0.00512,32.0,5.0,85.510745
,,,0.004096,32.0,4.0,87.508823
,,,0.00512,32.0,5.0,89.509562
,,,0.014336,32.0,14.0,101.259633
,,,0.001024,32.0,1.0,101.307498
,,,0.007424,58.0,4.0,101.760867
,,,0.00512,32.0,5.0,102.135814
,,,0.004096,32.0,4.0,103.508884
,,,0.00512,32.0,5.0,105.634616
0.006784,,,,,,108.438828
,,,0.006784,53.0,4.0,110.510395
0.006784,,,,,,110.510395
,,,0.001024,32.0,1.0,110.56113
,,,0.004096,32.0,4.0,111.632786
,,,0.006144,32.0,6.0,113.511172
,,,0.004096,32.0,4.0,115.509249
,,,0.00512,32.0,5.0,117.509982
,,,0.00512,32.0,5.0,120.135745
,,,0.004096,32.0,4.0,121.508823
,,,0.00512,32.0,5.0,123.509565
,0.0768,,,,,128.464832
,,,0.02048,32.0,20.0,135.634981
,,,0.00512,32.0,5.0,136.010562
,,,0.001024,32.0,1.0,136.061404
,,,0.004096,32.0,4.0,137.50864
,,,0.00512,32.0,5.0,139.509372
,,,0.00512,32.0,5.0,141.51012
,,,0.00512,32.0,5.0,143.510836
,,,0.004096,32.0,4.0,145.508914
,,,0.00512,32.0,5.0,147.509647
,,,0.047104,32.0,46.0,163.008809
,,,0.001024,32.0,1.0,163.056675
,,,0.00512,32.0,5.0,163.759403
,,,0.001024,32.0,1.0,163.810154
,,,0.00512,32.0,5.0,164.385135
,,,0.00512,32.0,5.0,165.510897
,,,0.004096,32.0,4.0,167.508975
,,,0.00512,32.0,5.0,169.884708
,,,0.004096,32.0,4.0,171.632785
,,,0.006144,32.0,6.0,173.511172
,,,0.004096,32.0,4.0,175.50925
,,,0.00512,32.0,5.0,177.509982
,,,0.00512,32.0,5.0,179.635728
,,,0.004096,32.0,4.0,181.508793
,,,0.00512,32.0,5.0,183.509524
,,,0.026624,32.0,26.0,195.885273
,,,0.001024,32.0,1.0,195.933079
,,,0.00512,32.0,5.0,196.260897
,,,0.004096,32.0,4.0,197.758975
,,,0.00512,32.0,5.0,199.884708
