dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.708018
,0.0768,,,,,14.4545
,,,0.036864,32.0,36.0,15.802316
0.006784,,,,,,16.280392
,,,0.006784,53.0,4.0,16.42794
0.006784,,,,,,16.42794
,0.0768,,,,,22.148976
0.006784,,,,,,22.975583
,,,0.006784,53.0,4.0,25.678032
0.006784,,,,,,25.678032
,,,0.001024,32.0,1.0,25.728843
,,,0.004096,32.0,4.0,25.925437
,,,0.006144,32.0,6.0,27.803838
,,,0.004096,32.0,4.0,29.801902
,,,0.00512,32.0,5.0,31.802635
,0.0768,,,,,33.500515
,,,0.00512,32.0,5.0,33.803368
0.006784,,,,,,34.48338
,,,0.006784,53.0,4.0,34.554131
0.006784,,,,,,34.554131
,,,0.004096,32.0,4.0,35.801567
,,,0.00512,32.0,5.0,37.802269
,,,0.008192,32.0,8.0,48.300437
,,,0.001024,32.0,1.0,48.348289
,,,0.006144,32.0,6.0,49.803835
,,,0.004096,32.0,4.0,51.801903
,,,0.00512,32.0,5.0,53.802635
,,,0.00512,32.0,5.0,55.803367
,,,0.004096,32.0,4.0,57.801444
,,,0.00512,32.0,5.0,59.802208
0.006784,,,,,,61.850573
,,,0.006784,53.0,4.0,64.302971
0.006784,,,,,,64.302971
,,,0.001024,32.0,1.0,64.353691
,,,0.006144,32.0,6.0,67.555686
,,,0.004096,32.0,4.0,67.803764
,,,0.004096,32.0,4.0,69.801841
,0.0768,,,,,69.962275
,,,0.00512,32.0,5.0,71.802586
,,,0.00512,32.0,5.0,73.803306
,,,0.004096,32.0,4.0,75.801384
,,,0.00512,32.0,5.0,77.802177
,,,0.038912,32.0,38.0,87.677103
,,,0.00512,32.0,5.0,87.802696
,,,0.00512,32.0,5.0,89.803429
,,,0.004096,32.0,4.0,91.801506
,,,0.00512,32.0,5.0,93.802268
,,,0.007424,58.0,4.0,104.178642
,,,0.001024,32.0,1.0,104.229392
,,,0.001024,32.0,1.0,104.276371
,,,0.00512,32.0,5.0,105.928558
,,,0.004096,32.0,4.0,107.801628
0.006784,,,,,,108.639617
,,,0.006784,53.0,4.0,108.802392
0.006784,,,,,,108.802392
,,,0.00512,32.0,5.0,109.802452
,,,0.004096,32.0,4.0,111.80053
,,,0.00512,32.0,5.0,113.801262
,,,0.00512,32.0,5.0,115.802031
,,,0.00512,32.0,5.0,117.802757
,,,0.00512,32.0,5.0,119.803489
,,,0.004096,32.0,4.0,121.801614
,,,0.00512,32.0,5.0,123.802311
,,,0.038912,32.0,38.0,134.927172
,,,0.001024,32.0,1.0,134.97509
,,,0.00512,32.0,5.0,135.802757
,0.0768,,,,,137.398923
,,,0.00512,32.0,5.0,137.803489
,,,0.004096,32.0,4.0,139.801614
,,,0.00512,32.0,5.0,141.802311
,,,0.012288,32.0,12.0,152.178418
,,,0.004096,32.0,4.0,153.801353
,,,0.00512,32.0,5.0,154.927116
,,,0.00512,32.0,5.0,156.177866
,,,0.00512,32.0,5.0,157.803581
,,,0.004096,32.0,4.0,159.801658
,,,0.00512,32.0,5.0,161.802391
,,,0.004096,32.0,4.0,163.800469
,,,0.00512,32.0,5.0,165.9262
,,,0.00512,32.0,5.0,167.926933
,,,0.00512,32.0,5.0,169.802666
,,,0.00512,32.0,5.0,171.803398
,,,0.004096,32.0,4.0,173.801476
,,,0.00512,32.0,5.0,175.802238
,,,0.024576,32.0,24.0,186.428977
,,,0.001024,32.0,1.0,186.476922
,,,0.004096,32.0,4.0,187.801902
,,,0.00512,32.0,5.0,189.802635
,,,0.00512,32.0,5.0,191.803367
,,,0.004096,32.0,4.0,193.801446
,,,0.00512,32.0,5.0,195.802208
