dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.339404
,0.0768,,,,,12.725789
0.006784,,,,,,13.153721
,,,0.035616,53.0,21.0,13.621353
0.006784,,,,,,13.621353
0.006784,,,,,,20.97417
,,,0.006784,53.0,4.0,21.121266
0.006784,,,,,,21.121266
,0.0768,,,,,22.577209
,,,0.00512,32.0,5.0,32.371326
0.006784,,,,,,32.834237
,,,0.006784,53.0,4.0,32.997088
0.006784,,,,,,32.997088
,,,0.004096,32.0,4.0,34.369494
,0.0768,,,,,35.202197
,,,0.00512,32.0,5.0,36.370243
,,,0.00512,32.0,5.0,38.37096
,,,0.00512,32.0,5.0,40.371691
,,,0.004096,32.0,4.0,42.36977
,,,0.00512,32.0,5.0,44.495532
,,,0.004096,32.0,4.0,46.368579
,,,0.00512,32.0,5.0,48.369311
,,,0.00512,32.0,5.0,50.495043
,,,0.00512,32.0,5.0,52.495777
,,,0.00512,32.0,5.0,54.371508
,,,0.004096,32.0,4.0,56.369587
,0.0768,,,,,57.545964
,,,0.00512,32.0,5.0,58.495318
0.006784,,,,,,67.138083
,,,0.02048,32.0,20.0,69.245104
,,,0.001696,53.0,1.0,69.292835
0.006784,,,,,,69.292835
,,,0.001024,32.0,1.0,69.339844
,,,0.00512,32.0,5.0,70.495685
,,,0.00512,32.0,5.0,72.371417
,,,0.004096,32.0,4.0,74.369494
,,,0.00512,32.0,5.0,76.370243
,,,0.00512,32.0,5.0,78.37096
,,,0.00512,32.0,5.0,80.371692
,,,0.004096,32.0,4.0,82.36977
,,,0.00512,32.0,5.0,84.495532
,,,0.004096,32.0,4.0,86.368579
,,,0.00512,32.0,5.0,88.369312
,,,0.00512,32.0,5.0,90.495044
,,,0.00512,32.0,5.0,92.495777
,,,0.00512,32.0,5.0,94.371509
,,,0.004096,32.0,4.0,96.369586
,,,0.00512,32.0,5.0,98.495318
,,,0.007424,58.0,4.0,102.99677
,,,0.00512,32.0,5.0,103.371661
,,,0.00512,32.0,5.0,104.622393
,,,0.004096,32.0,4.0,106.37052
,0.0768,,,,,107.139705
,,,0.004096,32.0,4.0,108.618549
0.006784,,,,,,110.356423
,,,0.006144,32.0,6.0,110.496936
,,,0.001696,53.0,1.0,110.547567
0.006784,,,,,,110.547567
,,,0.004096,32.0,4.0,112.370013
,,,0.00512,32.0,5.0,114.495745
,,,0.00512,32.0,5.0,116.371492
,,,0.004096,32.0,4.0,118.369556
,,,0.00512,32.0,5.0,120.495288
,,,0.014336,32.0,14.0,132.244826
,,,0.001024,32.0,1.0,132.291797
,,,0.00512,32.0,5.0,132.62041
,,,0.004096,32.0,4.0,137.743518
,,,0.006144,32.0,6.0,138.371909
,,,0.004096,32.0,4.0,140.369983
,,,0.00512,32.0,5.0,142.495715
,,,0.00512,32.0,5.0,144.371492
,,,0.004096,32.0,4.0,146.369555
,,,0.00512,32.0,5.0,148.495288
,,,0.026624,32.0,26.0,159.99552
,,,0.001024,32.0,1.0,160.042499
,,,0.004096,32.0,4.0,161.993518
,,,0.006144,32.0,6.0,162.371909
,,,0.004096,32.0,4.0,164.369984
,,,0.00512,32.0,5.0,166.495715
,,,0.00512,32.0,5.0,168.371492
,,,0.004096,32.0,4.0,170.369555
,,,0.00512,32.0,5.0,172.495288
,,,0.02048,32.0,20.0,183.12006
,,,0.001024,32.0,1.0,183.167041
,,,0.00512,32.0,5.0,184.495684
,,,0.00512,32.0,5.0,186.371417
,,,0.004096,32.0,4.0,188.369495
,,,0.00512,32.0,5.0,190.495243
,,,0.00512,32.0,5.0,192.37096
,,,0.00512,32.0,5.0,194.371692
,,,0.004096,32.0,4.0,196.369769
,,,0.00512,32.0,5.0,198.495532
