dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.486264
0.006784,,,,,,9.823876
,,,0.003392,53.0,2.0,9.865035
0.006784,,,,,,9.865035
,0.0768,,,,,10.903666
,,,0.004096,32.0,4.0,12.612441
,,,0.00512,32.0,5.0,14.613173
,,,0.00512,32.0,5.0,16.613937
,,,0.006784,53.0,4.0,17.239699
0.006784,,,,,,17.239699
,0.0768,,,,,18.301916
0.006784,,,,,,18.550128
,,,0.004096,32.0,4.0,18.737134
,,,0.001696,53.0,1.0,18.787767
0.006784,,,,,,18.787767
,,,0.00512,32.0,5.0,20.612837
,,,0.006784,53.0,4.0,21.488602
0.006784,,,,,,21.488602
,,,0.00512,32.0,5.0,22.613662
,,,0.004096,32.0,4.0,24.611739
,,,0.00512,32.0,5.0,26.612499
,0.0768,,,,,29.395688
0.006784,,,,,,30.531315
,,,0.006784,53.0,4.0,35.113234
0.006784,,,,,,35.113234
,,,0.001024,32.0,1.0,35.163132
,,,0.006784,53.0,4.0,38.988327
0.006784,,,,,,38.988327
,,,0.001024,32.0,1.0,39.038192
,,,0.001024,32.0,1.0,39.085158
,,,0.004096,32.0,4.0,40.610736
,,,0.00656,41.0,5.0,42.238048
,,,0.004096,32.0,4.0,42.610804
,,,0.00656,41.0,5.0,44.238109
,,,0.00512,32.0,5.0,44.61351
,,,0.005248,41.0,4.0,46.487838
,,,0.001024,32.0,1.0,46.537704
,,,0.00656,41.0,5.0,48.36476
,,,0.004096,32.0,4.0,48.61256
,,,0.00656,41.0,5.0,50.239791
,,,0.004096,32.0,4.0,50.612591
,,,0.005248,41.0,4.0,52.73686
,,,0.001024,32.0,1.0,52.786727
,0.0768,,,,,53.536304
,,,0.00656,41.0,5.0,54.363814
,,,0.004096,32.0,4.0,54.611586
,,,0.00656,41.0,5.0,56.238845
,,,0.004096,32.0,4.0,56.611637
,,,0.006784,53.0,4.0,57.737402
0.006784,,,,,,57.737402
,,,0.00656,41.0,5.0,58.363968
,,,0.004096,32.0,4.0,58.611741
,,,0.005248,41.0,4.0,60.736037
,,,0.001024,32.0,1.0,60.785903
,,,0.00656,41.0,5.0,62.363048
,,,0.004096,32.0,4.0,62.610803
,,,0.00656,41.0,5.0,64.238109
,,,0.00512,32.0,5.0,64.86351
0.006784,,,,,,66.370782
,,,0.005248,41.0,4.0,66.487837
,,,0.006784,53.0,4.0,67.238327
0.006784,,,,,,67.238327
,,,0.001024,32.0,1.0,67.288192
,,,0.005248,41.0,4.0,68.486914
,,,0.001024,32.0,1.0,68.536792
,,,0.00656,41.0,5.0,70.238845
,,,0.004096,32.0,4.0,70.986637
,,,0.00656,41.0,5.0,72.363875
,,,0.004096,32.0,4.0,72.611648
,,,0.00656,41.0,5.0,74.238908
,,,0.004096,32.0,4.0,74.611708
,,,0.00656,41.0,5.0,76.363937
,,,0.004096,32.0,4.0,76.611708
,,,0.00656,41.0,5.0,78.238968
,,,0.004096,32.0,4.0,78.611739
,,,0.005248,41.0,4.0,80.361037
,,,0.006144,32.0,6.0,80.614151
,,,0.005248,41.0,4.0,82.363449
,,,0.00512,32.0,5.0,82.613876
,,,0.005248,41.0,4.0,84.363174
,,,0.00512,32.0,5.0,84.613632
,,,0.005248,41.0,4.0,86.362939
,,,0.005248,41.0,4.0,89.361922
,,,0.001024,32.0,1.0,89.411818
,,,0.00512,32.0,5.0,90.612349
,,,0.00512,32.0,5.0,92.61311
,,,0.00512,32.0,5.0,94.613846
,,,0.004096,32.0,4.0,96.611922
,,,0.00512,32.0,5.0,98.612683
,,,0.004096,32.0,4.0,101.235735
,,,0.001856,58.0,1.0,101.286574
