dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.749452
,0.0768,,,,,14.635833
0.006784,,,,,,15.494425
,,,0.064448,53.0,38.0,15.655475
0.006784,,,,,,15.655475
0.006784,,,,,,20.087324
,,,0.006784,53.0,4.0,20.28043
0.006784,,,,,,20.28043
,0.0768,,,,,23.705996
,,,0.00512,32.0,5.0,26.905519
,,,0.00512,32.0,5.0,28.781221
,,,0.004096,32.0,4.0,30.779298
,,,0.00512,32.0,5.0,32.780031
,0.0768,,,,,37.253728
0.006784,,,,,,37.860782
,,,0.00512,32.0,5.0,38.530764
,,,0.001696,53.0,1.0,38.581423
0.006784,,,,,,38.581423
,,,0.00512,32.0,5.0,38.78154
,,,0.004096,32.0,4.0,40.779604
,,,0.00512,32.0,5.0,42.905336
,,,0.00512,32.0,5.0,44.78113
,,,0.004096,32.0,4.0,46.779207
,,,0.00512,32.0,5.0,48.77994
,0.0768,,,,,57.737272
,,,0.011264,32.0,11.0,60.779894
,,,0.001024,32.0,1.0,60.826886
,,,0.00512,32.0,5.0,61.405519
,,,0.00512,32.0,5.0,62.781221
0.006784,,,,,,64.384219
,,,0.006784,53.0,4.0,64.781983
0.006784,,,,,,64.781983
,,,0.001024,32.0,1.0,64.831894
,,,0.004096,32.0,4.0,66.77939
,,,0.00512,32.0,5.0,68.780123
,,,0.004096,32.0,4.0,70.903208
,,,0.006144,32.0,6.0,72.781588
,,,0.004096,32.0,4.0,74.779665
,,,0.00512,32.0,5.0,76.905397
,,,0.00512,32.0,5.0,78.781161
,,,0.004096,32.0,4.0,80.779237
,,,0.00512,32.0,5.0,82.779969
,,,0.014336,32.0,14.0,94.654956
,,,0.001024,32.0,1.0,94.701937
,,,0.00512,32.0,5.0,95.03058
,,,0.00512,32.0,5.0,96.781283
,,,0.004096,32.0,4.0,98.77936
,,,0.00512,32.0,5.0,100.780122
,,,0.001856,58.0,1.0,100.830934
,,,0.004096,32.0,4.0,102.903205
,,,0.006144,32.0,6.0,104.781588
,,,0.004096,32.0,4.0,106.779664
,,,0.00512,32.0,5.0,108.905397
,,,0.00512,32.0,5.0,110.781161
,0.0768,,,,,112.744841
,,,0.004096,32.0,4.0,113.029238
,,,0.00512,32.0,5.0,114.779969
,,,0.02048,32.0,20.0,127.655152
,,,0.001024,32.0,1.0,127.70212
0.006784,,,,,,133.945315
,,,0.002048,32.0,2.0,137.904115
,,,0.001696,53.0,1.0,137.951845
0.006784,,,,,,137.951845
,,,0.001024,32.0,1.0,137.998848
,,,0.00512,32.0,5.0,138.654849
,,,0.00512,32.0,5.0,139.03058
,,,0.00512,32.0,5.0,140.781314
,,,0.004096,32.0,4.0,142.77939
,,,0.00512,32.0,5.0,144.780122
,,,0.004096,32.0,4.0,146.903208
,,,0.006144,32.0,6.0,148.781587
,,,0.004096,32.0,4.0,150.779665
,,,0.00512,32.0,5.0,152.905397
,,,0.00512,32.0,5.0,155.15616
,,,0.004096,32.0,4.0,156.779238
,,,0.00512,32.0,5.0,158.779969
,,,0.001024,32.0,1.0,164.520083
,,,0.014336,32.0,14.0,172.529835
,,,0.00512,32.0,5.0,172.90543
,,,0.003072,32.0,3.0,174.77588
,,,0.006144,32.0,6.0,176.779267
,,,0.00512,32.0,5.0,178.780013
,,,0.011264,32.0,11.0,191.02965
,,,0.001024,32.0,1.0,191.076631
,,,0.001024,32.0,1.0,191.123597
,,,0.00512,32.0,5.0,192.780291
,,,0.00512,32.0,5.0,194.781007
,,,0.004096,32.0,4.0,196.779085
,,,0.00512,32.0,5.0,198.779817
