bin_start,dao_tx,dio_tx,dis_tx,mac_tx,ratio_dao,ratio_dis,ratio_dio
0.0,0.027136,0.1536,0.058656,0.033984,0.7984934086629002,1.7259887005649717,4.519774011299434
25.0,0.013568,0.0768,,0.051840000000000004,0.2617283950617284,,1.4814814814814812
50.0,0.013568,0.0768,,0.06960000000000001,0.19494252873563217,,1.1034482758620687
75.0,,,,0.038912,,,
100.0,0.013568,,,0.07872,0.17235772357723578,,
125.0,,0.0768,,0.055296000000000005,,,1.3888888888888886
150.0,,,,0.083968,,,
175.0,,,,0.065536,,,
