dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.967178
0.006784,,,,,,12.414584
,,,0.062752,53.0,37.0,12.572297
0.006784,,,,,,12.572297
,0.0768,,,,,13.728567
,0.0768,,,,,19.454995
0.006784,,,,,,23.383329
,,,0.006784,53.0,4.0,23.572254
0.006784,,,,,,23.572254
,0.0768,,,,,36.884825
0.006784,,,,,,37.992559
,,,0.006784,53.0,4.0,38.197356
0.006784,,,,,,38.197356
0.006784,,,,,,43.101945
,,,0.006784,53.0,4.0,43.322434
0.006784,,,,,,43.322434
,,,0.004096,32.0,4.0,48.319856
,,,0.00512,32.0,5.0,50.445571
0.006784,,,,,,51.109737
,,,0.006784,53.0,4.0,51.196334
0.006784,,,,,,51.196334
,0.0768,,,,,56.869062
,,,0.038912,32.0,38.0,63.194162
,,,0.001024,32.0,1.0,63.242019
,,,0.00512,32.0,5.0,63.694748
,,,0.00512,32.0,5.0,64.07048
,,,0.00512,32.0,5.0,66.071243
0.006784,,,,,,66.875372
,,,0.006784,53.0,4.0,67.072007
0.006784,,,,,,67.072007
,,,0.00512,32.0,5.0,68.072076
,,,0.004096,32.0,4.0,70.070144
,,,0.00512,32.0,5.0,72.070877
,,,0.004096,32.0,4.0,74.068954
0.006784,,,,,,75.508335
,,,0.00848,53.0,5.0,75.573058
0.006784,,,,,,75.573058
,,,0.004096,32.0,4.0,76.19545
,,,0.00512,32.0,5.0,78.071212
,,,0.00512,32.0,5.0,80.071945
,,,0.004096,32.0,4.0,82.070022
,,,0.00512,32.0,5.0,84.070754
0.006784,,,,,,89.867574
,,,0.006784,53.0,4.0,91.446523
0.006784,,,,,,91.446523
,,,0.001024,32.0,1.0,91.497299
,,,0.004096,32.0,4.0,92.068923
,,,0.006144,32.0,6.0,94.072312
,,,0.004096,32.0,4.0,96.195388
,,,0.00512,32.0,5.0,98.071121
,,,0.00512,32.0,5.0,100.071853
,,,0.005568,58.0,3.0,101.194778
,,,0.021504,32.0,21.0,110.320803
,,,0.012288,32.0,12.0,119.320412
,,,0.00512,32.0,5.0,119.820999
,,,0.00512,32.0,5.0,120.071732
0.006784,,,,,,121.031629
,,,0.006784,53.0,4.0,121.322494
0.006784,,,,,,121.322494
,0.0768,,,,,121.650294
,,,0.004096,32.0,4.0,122.069901
,,,0.00512,32.0,5.0,124.070632
,,,0.04608,32.0,45.0,133.822022
,,,0.004096,32.0,4.0,134.069961
,,,0.00512,32.0,5.0,136.070693
,,,0.043008,32.0,42.0,147.447022
,,,0.004096,32.0,4.0,147.819961
,,,0.00512,32.0,5.0,148.070693
0.006784,,,,,,156.156619
0.006784,,,,,,158.972132
0.006784,,,,,,158.986896
,,,0.021504,32.0,21.0,159.320864
,,,0.001696,53.0,1.0,159.369461
0.006784,,,,,,159.369461
,,,0.001024,32.0,1.0,159.416427
,,,0.001696,53.0,1.0,159.464156
0.006784,,,,,,159.464156
,,,0.001696,53.0,1.0,159.511886
0.006784,,,,,,159.511886
,0.0768,,,,,161.064378
0.006784,,,,,,164.625378
,,,0.006784,53.0,4.0,166.571488
0.006784,,,,,,166.571488
,,,0.001024,32.0,1.0,166.622299
,0.0768,,,,,169.431556
0.006784,,,,,,172.361958
,,,0.006784,53.0,4.0,176.571579
0.006784,,,,,,176.571579
,,,0.001024,32.0,1.0,176.622299
,,,0.001024,32.0,1.0,176.669265
,,,0.004096,32.0,4.0,178.069024
,,,0.00512,32.0,5.0,180.069748
,,,0.00512,32.0,5.0,182.07048
,0.0768,,,,,183.853409
,,,0.00512,32.0,5.0,184.321243
,,,0.00512,32.0,5.0,186.071975
,,,0.004096,32.0,4.0,188.070054
0.006784,,,,,,188.96215
,,,0.006784,53.0,4.0,189.070826
0.006784,,,,,,189.070826
,,,0.00512,32.0,5.0,190.070876
,,,0.004096,32.0,4.0,192.068955
,,,0.00512,32.0,5.0,198.819686
,,,0.001024,32.0,1.0,198.870517
