time,rx_noinfo,rx_route,tx_noinfo,tx_route,last_recalibration_time,estimation_tx_route,estimation_tx_noinfo,estimation_rx_route,estimation_rx_noinfo,new_estimation_tx_route,new_estimation_tx_noinfo,new_estimation_rx_route,new_estimation_rx_noinfo,time_since_last_recalibration,last_coef_tx,last_coef_rx,epsilon_tx_route,epsilon_tx_noinfo,epsilon_rx_route,epsilon_rx_noinfo,delta_T,tx,rx,ratio route tx,ratio route rx,ratio route recalibration tx,ratio route recalibration rx,new ratio route recalibration tx,new ratio route recalibration rx,error_tx_route,error_rx_route,error_tx_noinfo,error_rx_noinfo
8.195006,0.000352,0.000352,0.00176,0.00176,0.0,0.00044,0.00044,8.8e-05,8.8e-05,,,,,8.195006,0.0,0.0,0.0,0.0,0.0,0.0,,0.185879,0.007997,0.009468525223398017,0.044016506189821177,0.0023671313058495043,0.011004126547455294,,,0.9976328686941505,0.9889958734525448,0.9976328686941505,0.9889958734525448
10.299644,0.000352,0.000352,0.00176,0.00176,0.0,0.00088,0.00088,0.000176,0.000176,,,,,10.299644,0.0,0.0,0.0,0.0,0.0,0.0,,0.190389,0.0119,0.01848846309398127,0.05915966386554621,0.004622115773495318,0.014789915966386553,,,0.9953778842265047,0.9852100840336134,0.9953778842265047,0.9852100840336134
10.925756,0.0,0.000352,0.0,0.00176,0.0,0.00044,0.0,8.8e-05,0.0,,,,,10.925756,0.0,0.0,0.0,0.0,0.0,0.0,,0.27223600000000003,0.009826,0.006464978915352855,0.03582332587014044,0.0016162447288382137,0.00895583146753511,,,0.9983837552711619,0.9910441685324649,1.0,1.0
10.925756,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0020943999999999997,0.0016543999999999999,0.000176,8.8e-05,,,,,10.925756,0.0,0.0,0.0,0.0,0.0,0.0,,0.27223600000000003,0.009826,0.030773299637079584,0.07164665174028088,0.007693324909269896,0.01791166293507022,,,0.9923066750907301,0.9820883370649297,0.9939229198195683,0.9910441685324649
11.165106,0.0,0.002992,0.0,0.006969599999999999,0.0,0.0021823999999999997,0.0,0.0008359999999999999,0.0,,,,,11.165106,0.0,0.0,0.0,0.0,0.0,0.0,,0.15323900000000001,0.00579,0.05696722113822198,0.5775474956822106,0.014241805284555495,0.14438687392055266,,,0.9857581947154445,0.8556131260794473,1.0,1.0
11.165106,0.0,0.000352,0.0,0.00176,0.0,0.00044,0.0,8.8e-05,0.0,,,,,11.165106,0.0,0.0,0.0,0.0,0.0,0.0,,0.15323900000000001,0.00579,0.011485326842383466,0.06079447322970639,0.0028713317105958664,0.015198618307426597,,,0.9971286682894042,0.9848013816925734,1.0,1.0
11.165106,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0038367999999999996,0.0016543999999999999,0.0009239999999999999,8.8e-05,,,,,11.165106,0.0,0.0,0.0,0.0,0.0,0.0,,0.15323900000000001,0.00579,0.10015205006558381,0.6383419689119171,0.025038012516395952,0.15958549222797927,,,0.9749619874836041,0.8404145077720209,0.9892037927681595,0.9848013816925734
12.644864,0.000352,0.000352,0.00176,0.00176,0.0,0.00132,0.00132,0.000264,0.000264,,,,,12.644864,0.0,0.0,0.0,0.0,0.0,0.0,,0.19960864554812327,0.023683107961043916,0.02645176007031747,0.04458874239550834,0.006612940017579367,0.011147185598877086,,,0.9933870599824207,0.9888528144011229,0.9933870599824207,0.9888528144011229
12.951669,0.000352,0.000352,0.0066175999999999995,0.0066175999999999995,0.0,0.0020943999999999997,0.0016543999999999999,0.000176,8.8e-05,,,,,12.951669,0.0,0.0,0.0,0.0,0.0,0.0,,0.19680799999999998,0.020937,0.042567375309946746,0.03362468357453312,0.010641843827486687,0.00840617089363328,,,0.9893581561725133,0.9915938291063667,0.9915938376488761,0.9957969145531833
12.951669,0.0,0.000352,0.0,0.00176,0.0,0.00044,0.0,8.8e-05,0.0,,,,,12.951669,0.0,0.0,0.0,0.0,0.0,0.0,,0.19680799999999998,0.020937,0.008942725905451,0.01681234178726656,0.00223568147636275,0.00420308544681664,,,0.9977643185236372,0.9957969145531833,1.0,1.0
