time,tx,rx
16.154076,0.0066175999999999995,0.000352
26.890638,0.0066175999999999995,0.000352
27.279797,0.0066175999999999995,0.000352
28.144622,0.0066175999999999995,0.000352
30.124338,0.0066175999999999995,0.000352
32.103994,0.0066175999999999995,0.000352
34.498091,0.0066175999999999995,0.000352
37.560908,0.0066175999999999995,0.000352
49.63021,0.0066175999999999995,0.000352
50.052976,0.0066175999999999995,0.000352
51.314379,0.0066175999999999995,0.000352
52.622811,0.0066175999999999995,0.000352
54.106876,0.0066175999999999995,0.000352
56.451352,0.0066175999999999995,0.000352
59.295949,0.0066175999999999995,0.000352
62.400532,0.0066175999999999995,0.000352
66.377473,0.0066175999999999995,0.000352
68.444336,0.0066175999999999995,0.000352
68.533923,0.0066175999999999995,0.000352
70.538817,0.0066175999999999995,0.000352
72.383341,0.0066175999999999995,0.000352
76.902739,0.0066175999999999995,0.000352
77.594973,0.0066175999999999995,0.000352
78.159931,0.0066175999999999995,0.000352
88.240476,0.0066175999999999995,0.000352
88.319789,0.0066175999999999995,0.000352
90.463888,0.0066175999999999995,0.000352
92.573616,0.0066175999999999995,0.000352
94.280828,0.0066175999999999995,0.000352
100.664277,1.757334,0.037804999999999998
105.462539,0.0066175999999999995,0.000352
105.824094,0.0066175999999999995,0.000352
106.439001,0.0066175999999999995,0.000352
108.276049,0.0066175999999999995,0.000352
110.130944,0.0066175999999999995,0.000352
111.993172,0.0066175999999999995,0.000352
114.820088,0.0066175999999999995,0.000352
119.539612,0.0066175999999999995,0.000352
120.394247,0.0066175999999999995,0.000352
120.955004,0.0066175999999999995,0.000352
122.103508,0.0066175999999999995,0.000352
124.218584,0.0066175999999999995,0.000352
137.202602,0.0066175999999999995,0.000352
137.25275,0.0066175999999999995,0.000352
138.636458,0.0066175999999999995,0.000352
138.876503,0.0066175999999999995,0.000352
140.655113,0.0066175999999999995,0.000352
142.624626,0.0066175999999999995,0.000352
155.871404,0.0066175999999999995,0.000352
156.262884,0.0066175999999999995,0.000352
156.752645,0.0066175999999999995,0.000352
156.850978,0.0066175999999999995,0.000352
157.972221,0.0066175999999999995,0.000352
160.354887,0.0066175999999999995,0.000352
162.275733,0.0066175999999999995,0.000352
164.468329,0.0066175999999999995,0.000352
166.315847,0.0066175999999999995,0.000352
168.367236,0.0066175999999999995,0.000352
170.619799,0.0066175999999999995,0.000352
172.475224,0.0066175999999999995,0.000352
174.183767,0.0066175999999999995,0.000352
177.027743,0.0066175999999999995,0.000352
187.152516,0.0066175999999999995,0.000352
187.203544,0.0066175999999999995,0.000352
188.510007,0.0066175999999999995,0.000352
190.09638,0.0066175999999999995,0.000352
193.805836,0.0066175999999999995,0.000352
194.420719,0.0066175999999999995,0.000352
196.494835,0.0066175999999999995,0.000352
