dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,2.016512
,0.0768,,,,,14.246625
0.006784,,,,,,17.060415
,,,0.011872,53.0,7.0,17.118329
0.006784,,,,,,17.118329
,0.0768,,,,,20.676187
0.006784,,,,,,21.261459
,,,0.006784,53.0,4.0,21.368445
0.006784,,,,,,21.368445
,0.0768,,,,,32.574612
0.006784,,,,,,34.620008
,,,0.006784,53.0,4.0,34.743607
0.006784,,,,,,34.743607
,,,0.00512,32.0,5.0,42.118628
,,,0.004096,32.0,4.0,44.116706
,,,0.00512,32.0,5.0,46.242469
,,,0.00512,32.0,5.0,48.243201
,,,0.004096,32.0,4.0,50.116278
,,,0.00512,32.0,5.0,52.117011
,,,0.00512,32.0,5.0,54.242744
,,,0.00512,32.0,5.0,56.118506
0.006784,,,,,,57.354369
,,,0.006784,53.0,4.0,57.494269
0.006784,,,,,,57.494269
,,,0.004096,32.0,4.0,58.116676
,0.0768,,,,,59.895761
,,,0.00512,32.0,5.0,60.367409
,,,0.004096,32.0,4.0,62.240486
,,,0.00512,32.0,5.0,64.116217
,,,0.00512,32.0,5.0,66.24195
,,,0.00512,32.0,5.0,68.242682
,,,0.00512,32.0,5.0,70.118476
,,,0.004096,32.0,4.0,72.116554
,,,0.00512,32.0,5.0,74.117285
,,,0.004096,32.0,4.0,76.240394
,,,0.006144,32.0,6.0,78.118781
,,,0.004096,32.0,4.0,80.116858
,,,0.00512,32.0,5.0,82.117591
,,,0.00512,32.0,5.0,84.118329
,,,0.004096,32.0,4.0,86.116401
,,,0.00512,32.0,5.0,88.117134
,,,0.032768,32.0,32.0,100.493951
,,,0.004096,32.0,4.0,100.866889
,,,0.00512,32.0,5.0,101.492635
,,,0.007424,58.0,4.0,101.869025
,,,0.004096,32.0,4.0,102.116278
,,,0.00512,32.0,5.0,104.117011
,,,0.00512,32.0,5.0,107.367743
,,,0.00512,32.0,5.0,108.118507
,,,0.004096,32.0,4.0,110.116584
,,,0.00512,32.0,5.0,112.117317
,,,0.004096,32.0,4.0,114.240425
,,,0.006144,32.0,6.0,116.243811
,,,0.004096,32.0,4.0,118.11689
,,,0.00512,32.0,5.0,120.117634
,,,0.00512,32.0,5.0,122.118353
,,,0.004096,32.0,4.0,124.116431
,,,0.00512,32.0,5.0,126.242164
,0.0768,,,,,129.159643
0.006784,,,,,,130.112218
,,,0.006784,53.0,4.0,134.242927
0.006784,,,,,,134.242927
,,,0.001024,32.0,1.0,134.293712
,,,0.001024,32.0,1.0,134.340689
,,,0.007168,32.0,7.0,136.748328
,,,0.003072,32.0,3.0,138.11875
,,,0.004096,32.0,4.0,140.116828
,,,0.00512,32.0,5.0,142.11756
,,,0.00512,32.0,5.0,144.118329
,,,0.004096,32.0,4.0,146.1164
,,,0.00512,32.0,5.0,148.117134
,,,0.014336,32.0,14.0,160.117181
,,,0.001024,32.0,1.0,160.165106
,,,0.006144,32.0,6.0,160.495429
,,,0.004096,32.0,4.0,162.118506
,,,0.004096,32.0,4.0,164.116584
,,,0.00512,32.0,5.0,166.242316
,,,0.004096,32.0,4.0,168.240424
,,,0.006144,32.0,6.0,170.118811
,,,0.004096,32.0,4.0,172.116889
,,,0.00512,32.0,5.0,174.117635
,,,0.00512,32.0,5.0,176.118354
,,,0.004096,32.0,4.0,178.116431
,,,0.00512,32.0,5.0,180.117164
,,,0.00512,32.0,5.0,192.991645
,,,0.001024,32.0,1.0,193.039526
,,,0.00512,32.0,5.0,193.367378
,,,0.004096,32.0,4.0,194.990454
,,,0.00512,32.0,5.0,196.241188
,,,0.00512,32.0,5.0,198.11692
