coef_rx,coef_tx,diff_rx_noinfo,diff_rx_route,diff_tx_noinfo,diff_tx_route,epsilon_rx_noinfo,epsilon_rx_route,epsilon_tx_noinfo,epsilon_tx_route,error_rx_noinfo,error_rx_route,error_tx_noinfo,error_tx_route,estimation_rx_noinfo,estimation_rx_route,estimation_tx_noinfo,estimation_tx_route,real_rx,real_tx,time,bin_start,delta_T
0.0014789510903454443,0.008499702483752137,0.014977600945222398,0.014977600945222398,0.086078,0.086078,0.0037444002363055994,0.0037444002363055994,0.0215195,0.0215195,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.014977600945222398,0.086078,10.127178,0.0,
0.0011412455750738327,0.018575622229677864,0.011491000000000001,0.011491000000000001,0.188027,0.188027,0.0028727500000000003,0.0028727500000000003,0.04700675,0.04700675,0.9924000345452976,0.9924000345452976,0.997665373778964,0.997665373778964,8.8e-05,8.8e-05,0.00044,0.00044,0.011579,0.188467,10.145932,0.0,0.018753999999999493
0.0009696670171283077,0.01006903501766831,0.00992,0.00992,0.1030094100458124,0.1030094100458124,0.00248,0.00248,0.0257523525114531,0.0257523525114531,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00992,0.1030094100458124,10.230316,0.0,0.08438400000000001
0.0015050644523589651,0.01881681594677698,0.015416299932290262,0.015416299932290262,0.1927397049020393,0.1927397049020393,0.0038540749830725655,0.0038540749830725655,0.04818492622550982,0.04818492622550982,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.015416299932290262,0.1927397049020393,10.24295,0.0,0.012634000000000256
0.0008334884008149423,0.018100348283981577,0.008592517773306524,0.008592517773306524,0.18659835479543932,0.18659835479543932,0.002148129443326631,0.002148129443326631,0.04664958869885983,0.04664958869885983,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.008592517773306524,0.18659835479543932,10.309103,0.0,0.0661529999999999
0.0010577393850374958,0.01836889024620799,0.01091,0.01091,0.18946500000000002,0.18946500000000002,0.0027275,0.0027275,0.047366250000000006,0.047366250000000006,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01091,0.18946500000000002,10.31445,0.0,0.005347000000000435
0.001475626996329801,0.009961927391746131,0.01525,0.01525,0.10295243520346566,0.10295243520346566,0.0038125,0.0038125,0.025738108800866414,0.025738108800866414,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.01525,0.10295243520346566,10.33459,0.0,0.020139999999999603
0.001769644385725175,0.00873883428899769,0.018478847881290495,0.018478847881290495,0.091252,0.091252,0.004619711970322624,0.004619711970322624,0.022813,0.022813,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.018478847881290495,0.091252,10.442125,0.0,0.10753500000000038
0.0008989126500810398,0.018382013781319522,0.009597,0.009597,0.19625064375656448,0.19625064375656448,0.00239925,0.00239925,0.04906266093914112,0.04906266093914112,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.009597,0.19625064375656448,10.676232,0.0,0.23410699999999984
0.0005073474954702772,0.010184089244112909,0.00547,0.00547,0.1098004201512042,0.1098004201512042,0.0013675,0.0013675,0.02745010503780105,0.02745010503780105,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00547,0.1098004201512042,10.781565,0.0,0.1053329999999999
