coef_rx,coef_tx,diff_rx_noinfo,diff_rx_route,diff_tx_noinfo,diff_tx_route,epsilon_rx_noinfo,epsilon_rx_route,epsilon_tx_noinfo,epsilon_tx_route,error_rx_noinfo,error_rx_route,error_tx_noinfo,error_tx_route,estimation_rx_noinfo,estimation_rx_route,estimation_tx_noinfo,estimation_tx_route,real_rx,real_tx,time,bin_start,delta_T
0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0015050644523589651,0.01881681594677698,0.015416299932290262,0.015416299932290262,0.1927397049020393,0.1927397049020393,0.0038540749830725655,0.0038540749830725655,0.04818492622550982,0.04818492622550982,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.015416299932290262,0.1927397049020393,10.24295,0.0,10.24295
0.007515815194116824,0.0220654082100748,0.0638905367452261,0.0638905367452261,0.0795533239671618,0.0795533239671618,0.01886319042361095,0.01886319042361095,0.05602702566092282,0.05602702566092282,0.849810258752395,0.849810258752395,0.36041917621813624,0.36041917621813624,0.026707883062886427,0.026707883062886427,0.33391082962240737,0.33391082962240737,0.09059841980811253,0.41346415358956917,20.246139,0.0,10.003188999999999
0.0031198464225569962,0.008777618792999,-0.025170184968515835,-0.025170184968515835,-0.07771448244569412,-0.07771448244569412,0.007854846575579253,0.007854846575579253,0.02259164863426858,0.02259164863426858,-0.806775280613877,-0.806775280613877,-0.8853696597937899,-0.8853696597937899,0.14696711268004825,0.14696711268004825,0.5789549468519164,0.5789549468519164,0.12179692771153242,0.5012404644062223,30.246153,25.0,10.000014
0.0051585248477494195,0.0135992739582887,0.028186358028716274,0.028186358028716274,0.07016049339449659,0.07016049339449659,0.01293772443886351,0.01293772443886351,0.034483859824325586,0.034483859824325586,0.5464042752573732,0.5464042752573732,0.51591429697342,0.51591429697342,0.14519574078243763,0.14519574078243763,0.5670725066055033,0.5670725066055033,0.1733820988111539,0.6372329999999999,40.246138,25.0,9.999985000000002
0.006575519522113915,0.009633926756599295,0.026759416209305553,0.026407416209305534,-0.012282322402205281,-0.014042322402205265,0.01639314738147402,0.016305147381474015,0.02279231426769287,0.022352314267692873,0.4062773302062911,0.4009330574047458,-0.12727795235445882,-0.14551629432337057,0.21248758379069443,0.21283958379069445,0.7460153224022052,0.7477753224022052,0.239247,0.733733,50.262822,50.0,10.016683999999998
0.007307979569320505,0.02720327279672719,0.023235423040749992,0.022707423040749963,0.18985207707105456,0.18721207707105458,0.018103716296293013,0.017905716296293003,0.06455725496853329,0.0635672549685333,0.31794560432125846,0.31072063239855163,0.6979009056660573,0.6881962007221719,0.28909144573225076,0.2896194457322508,0.8159139229289454,0.8185539229289454,0.31232686877300075,1.005766,60.262832,50.0,10.000010000000003
0.008024816332626462,0.011073904429561769,0.024382306381034224,0.023326306381034223,-0.11313826436563557,-0.11841826436563552,0.019673363817478317,0.019260863817478307,0.020133375134991076,0.018070875134991095,0.3038364384095572,0.29067725346837925,-1.0216659385188203,-1.0693456177646141,0.3681926936189658,0.3692486936189658,1.2296432643656354,1.2349232643656354,0.392575,1.1165049999999999,70.262828,50.0,9.999995999999996
0.004511979736739196,0.014751470220141831,-0.01652599569752705,-0.018021995697526993,0.03618018557141922,0.02870018557141929,0.010623523938726974,0.009940148938726981,0.02414507774409811,0.020728202744098145,-0.3671545999317292,-0.400390919942392,0.2458577835634872,0.1950284085337579,0.454111995697527,0.45560799569752697,1.2274838144285807,1.2349638144285806,0.437586,1.263664,80.238715,75.0,9.975887
0.006741122884682652,0.00834764377933044,0.03171644227741366,0.02978044227741361,-0.06362196840101508,-0.07330196840101522,0.015896753523398643,0.014900222273398638,0.0022033162078198137,-0.002779340042180195,0.4693586627610268,0.4407085902479293,-0.7603189416694349,-0.8760004828152572,0.4734435577225864,0.47537955772258644,1.4109639684010151,1.4206439684010153,0.50516,1.347342,90.262861,75.0,10.024146000000002
0.007787103518867002,0.01734157470042911,0.025046661785602442,0.022846661785602462,0.06918084957077619,0.058180849570776294,0.018184230588949593,0.016886832151449593,0.01894769954855891,0.012460707361058927,0.32242140218068893,0.2941011776785459,0.3998962384941719,0.3363113208366408,0.5577963382143976,0.5599963382143975,1.4511581504292237,1.4621581504292236,0.582843,1.5203389999999999,100.238714,100.0,9.975853
