time,tx,rx
0.0,0.0,0.0
0.331799,0.0,0.0
0.470752,0.0,0.0
0.720751,0.0,0.0
0.845751,0.0,0.0
0.970751,0.0,0.0
1.095751,0.0,0.0
1.200571,0.0,0.0
1.298205,0.0,0.00228
1.402326,0.0,0.00228
1.484367,0.0,0.004488
1.604328,0.0,0.008902
1.699823,0.0,0.008902
1.800736,0.0,0.011109
1.901806,0.0,0.013315
1.999316,0.0,0.013315
2.102436,0.0,0.015523
2.198215,0.0,0.015523
2.300167,0.0,0.017927
2.402167,0.0,0.020134
2.50382,0.0,0.022341
2.600861,0.0,0.024841
2.699566,0.0,0.024841
2.80164,0.041839,0.024841
2.898691,0.086076,0.024841
3.000722,0.086076,0.027047
3.10058,0.086076,0.031461
3.199886,0.086076,0.031461
3.301765,0.086076,0.033668
3.401559,0.086076,0.035874
3.504712,0.086076,0.038081
3.60823,0.086076,0.038081
3.70137,0.086076,0.038081
3.798207,0.086076,0.040288
3.880249,0.086076,0.042496
3.970751,0.086076,0.042496
4.10221,0.086076,0.044703
4.220752,0.086076,0.044703
4.299751,0.086076,0.044703
4.362584,0.086076,0.047966
4.498587,0.086076,0.050174
4.595751,0.086076,0.050174
4.845751,0.086076,0.050174
5.095751,0.086076,0.050174
5.220752,0.086076,0.050174
5.345751,0.086076,0.050174
5.470751,0.086076,0.050174
5.595752,0.086076,0.050174
5.845752,0.086076,0.050174
5.970752,0.086076,0.050174
6.595752,0.086076,0.050174
6.697328,0.086076,0.050174
6.797731,0.086076,0.053437
6.90012,0.141061,0.053437
6.997312,0.183956,0.053437
7.097746,0.183956,0.053437
7.199107,0.183956,0.056699
7.276619,0.183956,0.059962
7.399403,0.183956,0.059962
7.499803,0.183956,0.063224
7.599547,0.183956,0.063224
7.700008,0.183956,0.063224
7.79705,0.183956,0.066485
7.898787,0.183956,0.069748
7.99919,0.183956,0.073011
8.097637,0.183956,0.073011
8.199472,0.183956,0.076274
8.299845,0.183956,0.079536
8.397273,0.183956,0.082799
8.499985,0.183956,0.083121
8.600073,0.183956,0.086383
8.698905,0.183956,0.086383
8.797992,0.183956,0.089646
8.897264,0.183956,0.092909
8.997663,0.183956,0.096172
9.100741,0.183956,0.096172
9.203013,0.183956,0.096336
9.299081,0.183956,0.102861
9.399938,0.186547,0.103182
9.498012,0.186547,0.106444
9.599795,0.186547,0.109707
9.695223,0.186547,0.109707
9.799953,0.186547,0.109707
9.900326,0.186547,0.112969
9.970751,0.186547,0.112969
10.095751,0.186547,0.112969
10.159933,0.186547,0.112969
10.220752,0.186547,0.112969
10.345751,0.186547,0.112969
10.470751,0.186547,0.112969
10.595751,0.186547,0.112969
10.845751,0.186547,0.112969
10.970751,0.186547,0.112969
11.720751,0.186547,0.112969
12.970751,0.186547,0.112969
13.095751,0.186547,0.112969
13.345751,0.186547,0.112969
13.408218,0.186547,0.112969
13.412582,0.186547,0.112969
13.415845,0.186547,0.112969
13.421311,0.186547,0.112969
13.425674,0.186547,0.112969
13.428937,0.186547,0.112969
13.430039,0.186547,0.112969
13.433301,0.186547,0.112969
13.499863,0.186547,0.116232
13.595751,0.186547,0.116232
13.798508,0.186547,0.116232
13.858502,0.186547,0.119496
