bin_start,tx,tx_estimated,tx_outcast,rx,rx_estimated,rx_outcast
25,0.009596000000000049,0.037312000000000005,,0.054507,0.00264,
50,0.024946999999999997,0.09701120000000005,,0.045529000000000014,0.006863999999999999,
75,0.023029999999999995,0.08954880000000004,,0.013888000000000011,0.006335999999999999,
100,0.12817,0.21513119999999994,,0.03645799999999999,0.29169299999999965,
125,0.023030999999999968,0.08954880000000004,,0.016337999999999964,0.006335999999999999,
150,0.02494799999999997,0.09701120000000005,,0.008962999999999999,0.006863999999999999,
175,0.023029999999999995,0.08954880000000004,,0.011027000000000009,0.006335999999999999,
